Order_ID,Customer_ID,Address_ID,OrderDate,PaymentMethod,Status
1269,976,1166,2025-12-08 21:01:54.875333,Line Pay,Delivered
1270,559,674,2025-12-08 21:01:24.533208,Credit Card,Delivered
1271,178,212,2025-12-08 21:02:20.541985,Line Pay,Delivered
1272,779,931,2025-12-08 21:03:09.149846,Credit Card,Delivered
1273,136,165,2025-12-08 21:02:34.870957,Credit Card,Shipped
1274,738,881,2025-12-08 21:01:56.909381,Cash on Delivery,Shipped
1275,86,103,2025-12-08 21:05:06.337697,Credit Card,Delivered
1276,166,198,2025-12-08 20:59:49.285954,Credit Card,Shipped
1277,559,674,2025-12-08 21:03:08.220295,Credit Card,Delivered
1278,221,264,2025-12-08 21:02:38.439641,Apple Pay,Cancelled
1279,783,936,2025-12-08 21:00:17.987376,Line Pay,Shipped
1280,148,179,2025-12-08 21:00:45.577579,Credit Card,Delivered
1281,446,532,2025-12-08 21:00:13.716281,Cash on Delivery,Delivered
1282,978,1169,2025-12-08 21:04:07.977899,Cash on Delivery,Delivered
1283,946,1130,2025-12-08 21:02:01.715440,Line Pay,Delivered
1284,349,416,2025-12-08 21:04:00.780206,Apple Pay,Shipped
1285,792,947,2025-12-08 21:02:29.446357,Apple Pay,Processing
1286,497,599,2025-12-08 21:00:54.083122,Credit Card,Delivered
1287,285,340,2025-12-08 21:00:39.458053,Credit Card,Delivered
1288,372,443,2025-12-08 21:00:38.169376,Apple Pay,Delivered
1289,416,495,2025-12-08 21:02:26.608516,Cash on Delivery,Cancelled
1290,593,712,2025-12-08 20:59:56.458470,Apple Pay,Delivered
1291,79,96,2025-12-08 21:01:32.740678,Cash on Delivery,Shipped
1292,386,459,2025-12-08 21:01:17.806783,Credit Card,Shipped
1293,246,292,2025-12-08 21:00:11.504897,Line Pay,Delivered
1294,291,347,2025-12-08 21:02:08.631636,Credit Card,Shipped
1295,132,159,2025-12-08 21:05:21.177586,Line Pay,Delivered
1296,993,1187,2025-12-08 21:04:15.950907,Line Pay,Delivered
1297,82,99,2025-12-08 21:04:50.770819,Line Pay,Shipped
1298,989,1182,2025-12-08 20:59:29.442193,Credit Card,Delivered
1299,125,152,2025-12-08 21:04:03.313125,Cash on Delivery,Shipped
1300,959,1146,2025-12-08 21:04:42.406258,Credit Card,Delivered
1301,812,972,2025-12-08 21:00:12.563442,Cash on Delivery,Processing
1302,612,734,2025-12-08 21:03:41.071199,Line Pay,Delivered
1303,416,496,2025-12-08 21:04:46.893055,Line Pay,Delivered
1304,279,331,2025-12-08 21:04:27.839522,Apple Pay,Delivered
1305,859,1026,2025-12-08 20:59:23.832483,Line Pay,Shipped
1306,551,665,2025-12-08 21:02:01.720273,Credit Card,Shipped
1307,658,786,2025-12-08 21:00:41.784246,Credit Card,Delivered
1308,84,101,2025-12-08 21:00:25.953323,Cash on Delivery,Shipped
1309,582,699,2025-12-08 21:01:17.211802,Cash on Delivery,Delivered
1310,368,437,2025-12-08 21:04:58.059280,Line Pay,Delivered
1311,404,481,2025-12-08 21:01:21.703674,Credit Card,Shipped
1312,53,64,2025-12-08 21:02:07.222263,Apple Pay,Processing
1313,773,924,2025-12-08 21:01:11.787875,Line Pay,Delivered
1314,139,168,2025-12-08 21:03:15.062437,Line Pay,Delivered
1315,826,988,2025-12-08 21:00:47.242383,Cash on Delivery,Delivered
1316,368,437,2025-12-08 20:59:41.442077,Line Pay,Delivered
1317,504,609,2025-12-08 21:03:39.538414,Line Pay,Delivered
1318,483,581,2025-12-08 21:02:46.391500,Line Pay,Shipped
1319,678,810,2025-12-08 21:03:26.508536,Cash on Delivery,Shipped
1320,930,1111,2025-12-08 21:02:55.508198,Cash on Delivery,Delivered
1321,626,752,2025-12-08 21:03:56.816407,Cash on Delivery,Delivered
1322,195,231,2025-12-08 21:01:28.392896,Apple Pay,Delivered
1323,456,545,2025-12-08 21:05:05.068674,Cash on Delivery,Shipped
1324,468,561,2025-12-08 21:02:48.980758,Cash on Delivery,Delivered
1325,359,426,2025-12-08 21:00:22.031444,Credit Card,Delivered
1326,666,795,2025-12-08 21:03:50.794761,Line Pay,Shipped
1327,555,670,2025-12-08 21:02:48.486249,Cash on Delivery,Cancelled
1328,278,329,2025-12-08 20:59:26.482855,Cash on Delivery,Delivered
1329,353,420,2025-12-08 21:01:09.114255,Apple Pay,Delivered
1330,963,1151,2025-12-08 21:00:47.861603,Credit Card,Delivered
1331,2,2,2025-12-08 21:03:03.498644,Cash on Delivery,Delivered
1332,10,11,2025-12-08 21:02:29.959343,Cash on Delivery,Delivered
1333,835,999,2025-12-08 21:01:41.520286,Credit Card,Cancelled
1334,386,459,2025-12-08 21:02:08.366661,Credit Card,Delivered
1335,169,202,2025-12-08 21:03:45.910877,Apple Pay,Delivered
1336,614,736,2025-12-08 20:59:37.629313,Credit Card,Cancelled
1337,232,278,2025-12-08 21:02:43.004410,Cash on Delivery,Shipped
1338,178,212,2025-12-08 21:03:27.493897,Line Pay,Delivered
1339,227,272,2025-12-08 20:59:32.286217,Line Pay,Processing
1340,540,652,2025-12-08 21:01:09.199803,Cash on Delivery,Delivered
1341,629,755,2025-12-08 21:01:17.663976,Line Pay,Cancelled
1342,708,844,2025-12-08 21:03:43.727945,Credit Card,Delivered
1343,929,1110,2025-12-08 21:04:17.754345,Cash on Delivery,Cancelled
1344,10,11,2025-12-08 21:04:39.582977,Cash on Delivery,Shipped
1345,245,291,2025-12-08 21:04:23.233908,Credit Card,Processing
1346,623,747,2025-12-08 21:04:02.162809,Credit Card,Shipped
1347,636,764,2025-12-08 21:00:54.875868,Cash on Delivery,Delivered
1348,946,1130,2025-12-08 21:00:55.159161,Line Pay,Delivered
1349,792,947,2025-12-08 21:05:21.461312,Apple Pay,Delivered
1350,133,160,2025-12-08 21:04:59.136179,Cash on Delivery,Cancelled
1351,962,1150,2025-12-08 21:04:06.844550,Credit Card,Shipped
1352,959,1146,2025-12-08 20:59:59.761347,Credit Card,Delivered
1353,111,136,2025-12-08 21:04:47.106611,Line Pay,Processing
1354,948,1132,2025-12-08 21:01:34.803987,Credit Card,Delivered
1355,732,874,2025-12-08 21:03:32.272001,Apple Pay,Delivered
1356,87,106,2025-12-08 21:00:25.511077,Apple Pay,Shipped
1357,485,583,2025-12-08 21:00:33.256240,Line Pay,Delivered
1358,846,1012,2025-12-08 20:59:47.068507,Apple Pay,Delivered
1359,847,1013,2025-12-08 21:03:40.380028,Credit Card,Processing
1360,186,221,2025-12-08 21:03:20.917510,Apple Pay,Processing
1361,299,356,2025-12-08 20:59:46.471618,Apple Pay,Cancelled
1362,241,287,2025-12-08 21:02:57.156723,Cash on Delivery,Delivered
1363,832,995,2025-12-08 21:01:52.945896,Apple Pay,Delivered
1364,161,193,2025-12-08 21:03:57.752120,Cash on Delivery,Shipped
1365,538,650,2025-12-08 21:02:01.210008,Line Pay,Shipped
1366,447,533,2025-12-08 21:03:11.665762,Credit Card,Delivered
1367,136,164,2025-12-08 21:01:41.083710,Line Pay,Cancelled
1368,237,283,2025-12-08 21:04:28.780148,Credit Card,Delivered
1369,584,702,2025-12-08 21:01:26.758442,Line Pay,Processing
1370,889,1063,2025-12-08 21:04:14.294977,Line Pay,Delivered
1371,18,20,2025-12-08 21:03:39.784209,Line Pay,Shipped
1372,59,71,2025-12-08 21:00:24.475240,Credit Card,Shipped
1373,689,822,2025-12-08 21:03:13.759737,Cash on Delivery,Delivered
1374,381,453,2025-12-08 21:00:20.728502,Line Pay,Delivered
1375,20,22,2025-12-08 21:04:09.692333,Cash on Delivery,Delivered
1376,134,162,2025-12-08 21:00:03.133003,Apple Pay,Delivered
1377,72,88,2025-12-08 21:02:37.672042,Line Pay,Delivered
1378,391,465,2025-12-08 21:03:13.884876,Cash on Delivery,Delivered
1379,338,401,2025-12-08 20:59:35.968274,Cash on Delivery,Cancelled
1380,701,835,2025-12-08 21:00:32.160009,Apple Pay,Delivered
1381,964,1152,2025-12-08 20:59:31.566360,Credit Card,Delivered
1382,265,313,2025-12-08 21:03:39.647258,Credit Card,Delivered
1383,701,835,2025-12-08 20:59:27.080428,Apple Pay,Delivered
1384,593,712,2025-12-08 21:05:00.266418,Apple Pay,Delivered
1385,481,579,2025-12-08 21:01:46.296884,Credit Card,Delivered
1386,792,947,2025-12-08 21:01:57.146078,Apple Pay,Delivered
1387,703,837,2025-12-08 21:03:44.591114,Line Pay,Delivered
1388,630,756,2025-12-08 21:00:55.003694,Apple Pay,Processing
1389,293,350,2025-12-08 21:02:02.079345,Apple Pay,Delivered
1390,673,804,2025-12-08 21:01:13.769981,Cash on Delivery,Processing
1391,977,1167,2025-12-08 21:01:56.399228,Apple Pay,Delivered
1392,39,47,2025-12-08 21:04:57.190140,Credit Card,Processing
1393,608,728,2025-12-08 21:04:49.679887,Credit Card,Delivered
1394,900,1078,2025-12-08 21:00:45.452142,Cash on Delivery,Delivered
1395,433,517,2025-12-08 21:01:53.745908,Credit Card,Processing
1396,615,738,2025-12-08 21:02:03.103648,Line Pay,Cancelled
1397,862,1030,2025-12-08 21:04:02.207859,Credit Card,Delivered
1398,204,242,2025-12-08 21:00:56.321918,Cash on Delivery,Delivered
1399,95,118,2025-12-08 20:59:55.601494,Cash on Delivery,Shipped
1400,653,781,2025-12-08 21:00:11.017983,Apple Pay,Processing
1401,953,1137,2025-12-08 21:05:14.034062,Cash on Delivery,Delivered
1402,354,421,2025-12-08 21:02:48.598592,Line Pay,Shipped
1403,806,964,2025-12-08 21:01:47.447426,Apple Pay,Processing
1404,226,271,2025-12-08 21:01:19.667627,Credit Card,Delivered
1405,80,97,2025-12-08 21:02:34.788295,Credit Card,Delivered
1406,576,692,2025-12-08 21:04:28.321455,Credit Card,Processing
1407,680,813,2025-12-08 21:00:39.861165,Cash on Delivery,Delivered
1408,154,186,2025-12-08 21:03:47.310587,Credit Card,Delivered
1409,905,1083,2025-12-08 21:03:13.392944,Credit Card,Delivered
1410,32,37,2025-12-08 21:00:49.431538,Apple Pay,Cancelled
1411,738,881,2025-12-08 21:01:32.202983,Cash on Delivery,Delivered
1412,105,128,2025-12-08 21:01:22.978858,Credit Card,Delivered
1413,420,500,2025-12-08 21:04:50.676123,Line Pay,Shipped
1414,202,240,2025-12-08 21:05:05.982015,Apple Pay,Cancelled
1415,342,405,2025-12-08 21:05:09.249551,Line Pay,Cancelled
1416,817,978,2025-12-08 20:59:44.762575,Apple Pay,Shipped
1417,502,606,2025-12-08 21:01:33.706286,Cash on Delivery,Delivered
1418,276,327,2025-12-08 21:05:04.354549,Line Pay,Cancelled
1419,119,145,2025-12-08 21:00:09.870807,Apple Pay,Processing
1420,893,1069,2025-12-08 21:02:05.856980,Cash on Delivery,Shipped
1421,258,304,2025-12-08 20:59:35.906553,Credit Card,Delivered
1422,197,233,2025-12-08 21:04:52.820060,Line Pay,Delivered
1423,485,583,2025-12-08 21:01:35.185327,Line Pay,Delivered
1424,15,16,2025-12-08 21:04:32.971458,Apple Pay,Shipped
1425,769,920,2025-12-08 20:59:56.824085,Credit Card,Delivered
1426,267,317,2025-12-08 21:01:07.394071,Apple Pay,Delivered
1427,920,1099,2025-12-08 21:03:30.962214,Apple Pay,Delivered
1428,129,156,2025-12-08 21:01:56.419504,Line Pay,Delivered
1429,713,850,2025-12-08 21:03:46.908614,Line Pay,Delivered
1430,997,1191,2025-12-08 21:03:16.271904,Credit Card,Cancelled
1431,326,387,2025-12-08 20:59:39.112733,Credit Card,Processing
1432,30,35,2025-12-08 21:03:38.816268,Apple Pay,Delivered
1433,166,199,2025-12-08 21:05:06.098116,Line Pay,Processing
1434,396,471,2025-12-08 21:04:38.537874,Credit Card,Delivered
1435,802,960,2025-12-08 21:04:05.026676,Apple Pay,Cancelled
1436,779,930,2025-12-08 21:05:10.767208,Credit Card,Delivered
1437,626,752,2025-12-08 21:04:18.857828,Cash on Delivery,Shipped
1438,313,373,2025-12-08 21:03:37.042228,Apple Pay,Delivered
1439,283,337,2025-12-08 20:59:41.709263,Line Pay,Delivered
1440,651,779,2025-12-08 21:00:19.568650,Line Pay,Shipped
1441,651,779,2025-12-08 20:59:35.712757,Line Pay,Delivered
1442,691,824,2025-12-08 21:02:36.455676,Credit Card,Delivered
1443,216,259,2025-12-08 21:03:11.298287,Line Pay,Shipped
1444,303,362,2025-12-08 21:03:51.840101,Cash on Delivery,Delivered
1445,742,885,2025-12-08 21:04:46.840618,Cash on Delivery,Delivered
1446,384,456,2025-12-08 21:03:25.289002,Cash on Delivery,Delivered
1447,597,716,2025-12-08 21:03:49.590440,Credit Card,Delivered
1448,715,852,2025-12-08 21:02:48.315003,Cash on Delivery,Processing
1449,92,114,2025-12-08 21:03:31.897711,Line Pay,Delivered
1450,383,455,2025-12-08 21:02:19.490659,Apple Pay,Delivered
1451,79,96,2025-12-08 21:03:11.475611,Cash on Delivery,Cancelled
1452,769,919,2025-12-08 21:02:44.529147,Line Pay,Shipped
1453,203,241,2025-12-08 21:01:22.382340,Line Pay,Shipped
1454,242,288,2025-12-08 21:03:55.058422,Line Pay,Shipped
1455,268,319,2025-12-08 21:02:12.734401,Apple Pay,Delivered
1456,203,241,2025-12-08 21:04:19.921766,Line Pay,Delivered
1457,865,1034,2025-12-08 21:00:36.605115,Credit Card,Delivered
1458,506,612,2025-12-08 21:02:33.411006,Cash on Delivery,Delivered
1459,18,20,2025-12-08 20:59:40.670853,Line Pay,Delivered
1460,556,671,2025-12-08 21:01:35.776619,Apple Pay,Cancelled
1461,105,128,2025-12-08 21:02:42.893245,Credit Card,Delivered
1462,833,996,2025-12-08 21:01:21.744790,Line Pay,Delivered
1463,426,508,2025-12-08 21:01:26.982981,Line Pay,Shipped
1464,581,697,2025-12-08 21:02:52.029932,Line Pay,Shipped
1465,157,189,2025-12-08 21:02:57.526171,Credit Card,Shipped
1466,112,137,2025-12-08 21:02:52.394915,Credit Card,Processing
1467,681,814,2025-12-08 21:00:48.172013,Cash on Delivery,Delivered
1468,379,451,2025-12-08 21:01:20.942450,Cash on Delivery,Shipped
1469,861,1028,2025-12-08 21:02:06.141393,Line Pay,Processing
1470,262,309,2025-12-08 21:01:08.463109,Apple Pay,Delivered
1471,128,155,2025-12-08 21:02:56.597327,Line Pay,Delivered
1472,264,311,2025-12-08 21:04:42.197182,Cash on Delivery,Shipped
1473,347,413,2025-12-08 21:04:33.915163,Apple Pay,Shipped
1474,169,202,2025-12-08 21:00:55.039276,Apple Pay,Delivered
1475,201,238,2025-12-08 21:01:30.045854,Cash on Delivery,Delivered
1476,504,608,2025-12-08 21:03:46.954553,Line Pay,Delivered
1477,742,886,2025-12-08 21:03:24.344951,Apple Pay,Delivered
1478,815,975,2025-12-08 21:01:55.903713,Credit Card,Shipped
1479,790,944,2025-12-08 21:00:47.642750,Line Pay,Delivered
1480,483,581,2025-12-08 20:59:32.704021,Line Pay,Shipped
1481,644,772,2025-12-08 21:01:16.235677,Cash on Delivery,Delivered
1482,85,102,2025-12-08 21:04:11.192830,Apple Pay,Cancelled
1483,661,790,2025-12-08 21:00:56.296505,Line Pay,Processing
1484,228,274,2025-12-08 21:04:01.978750,Apple Pay,Delivered
1485,137,166,2025-12-08 21:00:43.819494,Credit Card,Delivered
1486,566,682,2025-12-08 21:03:14.067244,Credit Card,Delivered
1487,867,1036,2025-12-08 21:00:01.426965,Credit Card,Processing
1488,798,955,2025-12-08 21:00:30.979569,Line Pay,Delivered
1489,329,392,2025-12-08 20:59:43.929116,Credit Card,Delivered
1490,126,153,2025-12-08 21:01:00.857876,Credit Card,Shipped
1491,995,1189,2025-12-08 21:04:04.272111,Credit Card,Shipped
1492,685,818,2025-12-08 21:02:45.661821,Line Pay,Delivered
1493,342,405,2025-12-08 21:01:56.872886,Line Pay,Delivered
1494,857,1024,2025-12-08 21:04:29.116015,Cash on Delivery,Delivered
1495,206,244,2025-12-08 21:02:46.247173,Credit Card,Cancelled
1496,868,1037,2025-12-08 21:01:59.256220,Cash on Delivery,Processing
1497,233,279,2025-12-08 21:02:06.522547,Apple Pay,Delivered
1498,747,892,2025-12-08 21:00:48.323157,Line Pay,Delivered
1499,888,1062,2025-12-08 21:03:21.746355,Credit Card,Delivered
1500,606,726,2025-12-08 21:01:14.400108,Apple Pay,Delivered
1501,951,1135,2025-12-08 21:00:49.866856,Cash on Delivery,Delivered
1502,871,1040,2025-12-08 21:02:20.745049,Line Pay,Shipped
1503,676,808,2025-12-08 20:59:58.120475,Apple Pay,Delivered
1504,763,913,2025-12-08 20:59:33.725606,Cash on Delivery,Shipped
1505,844,1010,2025-12-08 21:04:17.774911,Line Pay,Delivered
1506,884,1056,2025-12-08 21:04:23.483094,Cash on Delivery,Delivered
1507,726,867,2025-12-08 21:01:47.231571,Credit Card,Shipped
1508,356,423,2025-12-08 21:03:44.311354,Credit Card,Shipped
1509,479,575,2025-12-08 21:01:44.091540,Credit Card,Shipped
1510,396,471,2025-12-08 21:00:36.932309,Credit Card,Delivered
1511,823,984,2025-12-08 21:00:14.309906,Credit Card,Cancelled
1512,567,683,2025-12-08 21:01:18.549444,Cash on Delivery,Processing
1513,475,570,2025-12-08 21:05:09.383886,Credit Card,Delivered
1514,242,288,2025-12-08 21:04:56.930815,Line Pay,Shipped
1515,534,646,2025-12-08 21:04:22.482464,Credit Card,Processing
1516,83,100,2025-12-08 21:02:51.839039,Line Pay,Shipped
1517,219,262,2025-12-08 21:01:37.919182,Apple Pay,Delivered
1518,626,752,2025-12-08 21:00:24.756892,Cash on Delivery,Delivered
1519,165,197,2025-12-08 21:02:29.416652,Credit Card,Delivered
1520,147,178,2025-12-08 20:59:26.145750,Credit Card,Processing
1521,854,1021,2025-12-08 21:02:07.206483,Line Pay,Delivered
1522,837,1002,2025-12-08 21:04:23.456945,Line Pay,Delivered
1523,472,565,2025-12-08 21:01:44.621251,Cash on Delivery,Processing
1524,587,705,2025-12-08 21:01:54.568804,Line Pay,Delivered
1525,388,461,2025-12-08 21:04:21.794419,Credit Card,Shipped
1526,324,385,2025-12-08 21:04:09.017218,Line Pay,Delivered
1527,12,13,2025-12-08 21:00:30.092254,Apple Pay,Delivered
1528,535,647,2025-12-08 21:04:54.905208,Apple Pay,Delivered
1529,331,394,2025-12-08 21:03:14.846484,Line Pay,Shipped
1530,128,155,2025-12-08 21:04:57.794466,Line Pay,Processing
1531,5,5,2025-12-08 21:03:40.738882,Credit Card,Delivered
1532,158,190,2025-12-08 21:05:18.467154,Line Pay,Delivered
1533,3,3,2025-12-08 21:03:43.527388,Cash on Delivery,Cancelled
1534,211,252,2025-12-08 21:04:13.221985,Line Pay,Delivered
1535,433,517,2025-12-08 21:01:33.219106,Credit Card,Shipped
1536,916,1095,2025-12-08 21:00:28.049690,Line Pay,Cancelled
1537,877,1048,2025-12-08 21:03:47.999828,Apple Pay,Delivered
1538,366,435,2025-12-08 21:02:29.798900,Credit Card,Delivered
1539,70,85,2025-12-08 21:04:47.567617,Credit Card,Delivered
1540,608,728,2025-12-08 21:01:39.849827,Credit Card,Processing
1541,827,990,2025-12-08 21:04:34.244733,Cash on Delivery,Delivered
1542,515,624,2025-12-08 21:02:58.533826,Credit Card,Delivered
1543,97,120,2025-12-08 21:04:56.639316,Apple Pay,Delivered
1544,993,1187,2025-12-08 21:00:28.860474,Line Pay,Delivered
1545,905,1083,2025-12-08 21:01:47.705431,Credit Card,Delivered
1546,760,910,2025-12-08 21:03:15.202429,Apple Pay,Processing
1547,768,918,2025-12-08 21:04:20.545293,Line Pay,Delivered
1548,266,316,2025-12-08 21:03:30.528558,Credit Card,Shipped
1549,153,185,2025-12-08 21:01:07.835717,Cash on Delivery,Delivered
1550,142,172,2025-12-08 21:02:45.150368,Line Pay,Delivered
1551,697,830,2025-12-08 21:02:16.135807,Credit Card,Shipped
1552,404,481,2025-12-08 21:02:11.035468,Credit Card,Delivered
1553,318,378,2025-12-08 21:04:14.276170,Cash on Delivery,Delivered
1554,477,573,2025-12-08 21:02:44.669546,Cash on Delivery,Shipped
1555,749,896,2025-12-08 21:04:35.406373,Line Pay,Processing
1556,276,327,2025-12-08 21:03:32.321346,Line Pay,Delivered
1557,448,535,2025-12-08 21:01:18.236273,Line Pay,Cancelled
1558,363,432,2025-12-08 21:00:12.770224,Line Pay,Cancelled
1559,792,947,2025-12-08 21:02:35.211407,Apple Pay,Shipped
1560,554,669,2025-12-08 21:01:33.592762,Credit Card,Cancelled
1561,633,761,2025-12-08 20:59:43.363727,Apple Pay,Delivered
1562,959,1146,2025-12-08 21:05:13.607533,Credit Card,Shipped
1563,670,801,2025-12-08 21:00:35.752911,Line Pay,Shipped
1564,526,637,2025-12-08 21:03:31.885836,Cash on Delivery,Shipped
1565,283,337,2025-12-08 21:04:41.230020,Line Pay,Delivered
1566,719,858,2025-12-08 21:03:12.759301,Apple Pay,Delivered
1567,933,1115,2025-12-08 21:03:54.141593,Apple Pay,Delivered
1568,568,684,2025-12-08 21:04:40.508449,Cash on Delivery,Delivered
1569,392,466,2025-12-08 21:00:29.685662,Apple Pay,Delivered
1570,332,395,2025-12-08 21:00:29.795229,Credit Card,Delivered
1571,644,772,2025-12-08 21:00:01.273316,Cash on Delivery,Delivered
1572,917,1096,2025-12-08 21:04:14.470156,Cash on Delivery,Delivered
1573,43,54,2025-12-08 21:03:37.469298,Cash on Delivery,Delivered
1574,123,150,2025-12-08 21:05:19.428266,Apple Pay,Delivered
1575,2,2,2025-12-08 21:02:56.501519,Cash on Delivery,Cancelled
1576,899,1077,2025-12-08 21:01:39.935322,Credit Card,Cancelled
1577,730,871,2025-12-08 21:02:32.805893,Apple Pay,Delivered
1578,982,1174,2025-12-08 21:04:11.088818,Credit Card,Processing
1579,283,337,2025-12-08 21:01:53.346510,Line Pay,Processing
1580,906,1085,2025-12-08 21:01:07.968313,Apple Pay,Shipped
1581,285,340,2025-12-08 21:02:00.701998,Credit Card,Delivered
1582,497,599,2025-12-08 21:03:45.607745,Credit Card,Delivered
1583,143,173,2025-12-08 21:01:15.228760,Credit Card,Cancelled
1584,339,402,2025-12-08 21:00:44.806522,Line Pay,Delivered
1585,375,446,2025-12-08 21:02:32.933828,Cash on Delivery,Shipped
1586,562,677,2025-12-08 21:04:26.643676,Apple Pay,Delivered
1587,630,756,2025-12-08 21:04:12.640455,Apple Pay,Delivered
1588,309,369,2025-12-08 21:03:23.929743,Cash on Delivery,Delivered
1589,437,522,2025-12-08 21:04:58.875783,Apple Pay,Cancelled
1590,666,795,2025-12-08 21:02:43.210449,Line Pay,Delivered
1591,634,762,2025-12-08 21:04:27.357697,Cash on Delivery,Delivered
1592,662,791,2025-12-08 21:04:23.122637,Apple Pay,Shipped
1593,126,153,2025-12-08 20:59:51.852655,Credit Card,Processing
1594,611,733,2025-12-08 21:01:54.733578,Apple Pay,Delivered
1595,528,639,2025-12-08 21:01:52.288958,Credit Card,Processing
1596,879,1050,2025-12-08 21:05:01.860008,Cash on Delivery,Delivered
1597,521,632,2025-12-08 21:02:53.678687,Line Pay,Delivered
1598,319,379,2025-12-08 21:02:34.650922,Apple Pay,Delivered
1599,384,456,2025-12-08 21:03:01.178320,Cash on Delivery,Shipped
1600,678,810,2025-12-08 21:00:21.127528,Cash on Delivery,Processing
1601,940,1124,2025-12-08 21:02:57.350575,Cash on Delivery,Delivered
1602,993,1187,2025-12-08 20:59:30.127032,Line Pay,Delivered
1603,323,384,2025-12-08 21:03:49.806325,Cash on Delivery,Delivered
1604,974,1164,2025-12-08 20:59:59.240319,Cash on Delivery,Delivered
1605,6,6,2025-12-08 21:04:48.876187,Line Pay,Delivered
1606,353,420,2025-12-08 21:02:24.035871,Apple Pay,Delivered
1607,207,246,2025-12-08 21:01:21.700204,Line Pay,Shipped
1608,623,747,2025-12-08 21:02:06.076934,Credit Card,Processing
1609,247,293,2025-12-08 21:02:20.661508,Cash on Delivery,Cancelled
1610,448,535,2025-12-08 21:01:50.420088,Line Pay,Delivered
1611,913,1092,2025-12-08 21:04:20.822726,Cash on Delivery,Delivered
1612,675,807,2025-12-08 21:03:45.494565,Cash on Delivery,Cancelled
1613,942,1126,2025-12-08 21:04:35.983376,Cash on Delivery,Delivered
1614,709,845,2025-12-08 21:01:57.334559,Apple Pay,Delivered
1615,486,584,2025-12-08 21:00:59.802759,Cash on Delivery,Processing
1616,234,280,2025-12-08 20:59:40.307543,Apple Pay,Delivered
1617,255,301,2025-12-08 21:01:56.172395,Line Pay,Delivered
1618,937,1121,2025-12-08 21:01:11.132560,Line Pay,Cancelled
1619,43,54,2025-12-08 21:02:07.618586,Cash on Delivery,Shipped
1620,463,554,2025-12-08 21:01:33.029310,Apple Pay,Delivered
1621,899,1077,2025-12-08 21:00:31.484727,Credit Card,Processing
1622,832,995,2025-12-08 21:01:00.015746,Apple Pay,Cancelled
1623,218,261,2025-12-08 21:04:59.669585,Cash on Delivery,Cancelled
1624,985,1178,2025-12-08 21:01:42.448411,Line Pay,Delivered
1625,577,693,2025-12-08 21:05:11.827500,Line Pay,Delivered
1626,722,862,2025-12-08 21:05:12.001142,Line Pay,Shipped
1627,800,957,2025-12-08 21:03:01.455956,Line Pay,Shipped
1628,611,732,2025-12-08 21:02:48.287610,Line Pay,Shipped
1629,589,707,2025-12-08 21:05:17.610698,Line Pay,Delivered
1630,175,209,2025-12-08 20:59:44.316182,Apple Pay,Shipped
1631,339,402,2025-12-08 21:01:57.743900,Line Pay,Shipped
1632,571,687,2025-12-08 21:02:36.697851,Line Pay,Processing
1633,133,161,2025-12-08 21:03:12.564299,Apple Pay,Delivered
1634,172,205,2025-12-08 21:05:01.686545,Line Pay,Shipped
1635,821,982,2025-12-08 21:04:24.331390,Apple Pay,Delivered
1636,906,1084,2025-12-08 21:02:02.090758,Credit Card,Delivered
1637,968,1157,2025-12-08 21:04:05.409945,Credit Card,Processing
1638,740,883,2025-12-08 21:02:01.931985,Cash on Delivery,Cancelled
1639,2,2,2025-12-08 21:04:44.937795,Cash on Delivery,Cancelled
1640,14,15,2025-12-08 20:59:37.226452,Apple Pay,Cancelled
1641,799,956,2025-12-08 21:01:21.473600,Credit Card,Shipped
1642,257,303,2025-12-08 21:04:08.726012,Credit Card,Shipped
1643,625,750,2025-12-08 21:02:28.916717,Credit Card,Delivered
1644,946,1130,2025-12-08 21:02:06.959193,Line Pay,Delivered
1645,149,181,2025-12-08 21:01:49.194860,Credit Card,Delivered
1646,287,343,2025-12-08 21:05:10.766218,Line Pay,Delivered
1647,115,140,2025-12-08 21:01:58.865588,Line Pay,Delivered
1648,233,279,2025-12-08 21:01:18.772543,Apple Pay,Delivered
1649,183,218,2025-12-08 21:00:53.048251,Cash on Delivery,Delivered
1650,435,520,2025-12-08 21:03:53.709197,Cash on Delivery,Delivered
1651,883,1055,2025-12-08 21:02:11.135077,Credit Card,Cancelled
1652,666,795,2025-12-08 21:00:51.005503,Line Pay,Delivered
1653,973,1162,2025-12-08 21:01:38.782412,Credit Card,Processing
1654,699,833,2025-12-08 21:02:04.329454,Line Pay,Delivered
1655,962,1150,2025-12-08 20:59:29.594152,Credit Card,Delivered
1656,60,72,2025-12-08 21:04:43.196382,Line Pay,Shipped
1657,81,98,2025-12-08 21:01:29.767464,Credit Card,Delivered
1658,532,643,2025-12-08 20:59:52.015782,Credit Card,Delivered
1659,985,1178,2025-12-08 20:59:44.532792,Line Pay,Delivered
1660,443,528,2025-12-08 20:59:27.033775,Apple Pay,Processing
1661,198,235,2025-12-08 20:59:39.181728,Credit Card,Delivered
1662,19,21,2025-12-08 21:03:29.792251,Cash on Delivery,Processing
1663,490,589,2025-12-08 21:03:57.620232,Apple Pay,Delivered
1664,917,1096,2025-12-08 20:59:33.037290,Cash on Delivery,Delivered
1665,327,389,2025-12-08 21:03:48.971318,Apple Pay,Cancelled
1666,149,181,2025-12-08 21:00:08.476107,Credit Card,Delivered
