SKU_ID,ProductID,CPU,GPU,VRAM,RAM,StorageType,StorageCapacity,ScreenSize,Weight,Price,Stock
821P0PA,891,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.49,71799,48
SAM-JCD8R,892,Intel Core Ultra 5,Arc,0,16,SSD,512,14.0,1.55,131990,48
ACE-JLJVA,893,AMD Octa-Core Ryzen 7 Processor,"GeForce RTX 4050 GPU, 6 GB",6,8,SSD,512,16.0,2.94,94990,32
ACE-AZH2Y,894,Intel Core i3 (13th Gen) Processor,UHD,0,8,SSD,512,15.6,1.92,37990,17
ACE-86C2R,66,Intel Core i3 (12th Gen) Processor,UHD,0,8,SSD,512,15.6,1.7,32489,43
82KU024GIN,895,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,15.6,1.69,50990,35
82V700ECIN,896,Intel Celeron Dual-Core,UHD 600,0,8,SSD,512,15.6,1.74,25999,32
SAM-NCU5V,897,Intel Core Ultra 5,Arc,0,16,SSD,512,16.0,2.02,109990,47
7Y8N9PA,898,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.84,56463,7
IC7430XYW6F002ORS1,899,Intel Core i3 (13th Gen),Iris Xe,0,8,SSD,1024,14.0,1.43,64999,5
20RKS01S00,900,Intel Core i5 (11th Gen),UHD,0,8,SSD,1024,13.3,1.16,99000,33
9T8K7PA,901,Intel Core Ultra 7,Arc,0,32,SSD,1024,16.0,2.41,195990,35
ASU-M6I0B,902,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,1024,14.0,2.12,76999,47
ASU-TA4Z0,903,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,16.0,2.74,68900,44
83AG0044IN,904,Intel Core i9 (13th Gen),"GeForce RTX 4090 GPU, 16 GB",16,32,SSD,2048,16.0,2.78,449990,2
IN3520P9K46001ORS1,69,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.61,35490,2
ASU-AJ99C,905,Intel Core Ultra 7,"GeForce RTX 4070 GPU, 8 GB",8,16,SSD,1024,16.0,2.76,189990,39
ASU-2K5FA,906,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",16,32,SSD,2048,18.0,2.32,346935,40
ASU-5BUL5,907,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,16.0,2.53,79800,31
6F8V1PA,908,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,13.3,1.23,64990,47
GN5530194YM001ORB1,909,Intel Core i7 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",6,16,SSD,1024,15.6,2.73,102890,11
8L084PA,910,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.79,58900,2
90L47PA,911,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,16.1,3.14,117599,24
MSI-5INJI,912,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,15.6,2.66,94990,18
82H802L6IN,103,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.64,48990,14
MSI-ZN1H4,913,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",8,32,SSD,2048,16.0,2.63,234990,26
81H56PA,914,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.41,51750,8
IC7430MH5K0M01ORS1,899,Intel Core i5 (13th Gen),Iris Xe,0,8,SSD,512,14.0,1.35,80390,45
92U76PA,915,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,1024,14.0,1.31,97800,11
6V2W1PA,916,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.46,96900,19
ASU-MMAEL,917,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,16.0,2.66,75000,42
6V2W6PA,916,Intel Core i7 (12th Gen),Integrated,0,16,SSD,1024,14.0,1.31,125700,43
ASU-KCA5G,918,AMD Quad-Core Ryzen 5,Radeon,0,16,SSD,512,14.0,1.33,42990,19
82VG00ERIN,919,AMD Quad-Core Ryzen 3,Radeon 610M,0,8,SSD,512,15.6,1.83,34100,9
MSI-L2YYN,920,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,14.0,2.0,79990,13
82SN00F0IN,921,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,16.0,2.9,88990,22
ASU-45DO1,922,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.67,47799,27
7L375PA,529,Intel Core i7 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.36,97499,32
ACE-LPD23,923,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,15.6,2.27,56990,15
MSI-TPWUQ,924,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,16.0,3.09,149990,7
ASU-LYQM0,925,Intel Core i5 (13th Gen),Integrated,0,16,SSD,512,14.0,1.44,76900,3
82XX0070IN,926,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,14.0,1.39,69190,16
832P2PA,927,Intel Celeron Dual-Core,UHD,0,8,SSD,512,14.0,1.56,27990,41
821J4PA,928,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.3,54999,45
B09HCCDN1K,929,Intel Core i7 (11th Gen) Processor,Integrated,0,16,SSD,512,14.0,1.64,85990,44
MSI-CY4DP,930,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,32,SSD,1024,16.1,3.28,219990,48
689U4PA,593,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.48,49999,28
82X70032IN,114,Intel Core i3 (13th Gen),UHD,0,8,SSD,512,15.6,1.66,44190,19
ASU-8DEKN,931,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,16.0,2.93,84990,27
8L8Q8PA,932,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",8,16,SSD,512,16.1,3.29,111990,13
83BG000DIN,141,Intel Core i5 (12th Gen),UHD,0,16,SSD,512,16.0,2.39,61990,1
ACE-N28C6,933,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,14.0,1.45,59400,3
82H700V1IN,934,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,SSD,512,14.0,1.35,42990,11
82Y3007QIN,935,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,SSD,1024,16.0,2.93,171000,24
7L031PA,936,AMD Quad-Core Ryzen 3,Radeon,0,8,SSD,512,15.6,1.91,43890,23
ASU-SVU1R,937,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,15.6,2.15,65990,26
82XD003MIN,141,Intel Core i5 (13th Gen),UHD,0,16,SSD,512,14.0,1.32,68990,7
ASU-O21IP,938,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,16.0,2.96,82990,31
GIG-E734P,939,Intel Core i5 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",8,8,SSD,512,15.6,2.69,79990,49
82XQ008TIN,940,AMD Quad-Core Ryzen 5,Radeon 610M,0,8,SSD,512,15.6,1.77,44800,47
IN3520KTMFJ001ORS1,69,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.8,38490,7
GIG-YB5V2,941,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,8,SSD,512,15.6,2.33,65990,39
82XE004QIN,380,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,14.0,1.36,56389,16
82K2022WIN,196,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,15.6,2.47,79990,40
82Y0004YIN,685,Intel Core i3 (13th Gen),Integrated,0,8,SSD,512,14.0,1.61,58990,46
8L8Q7PA,942,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,SSD,1024,16.1,2.52,122990,45
ASU-6X86W,943,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,16.0,2.84,64990,1
ASU-YZPBG,944,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 8 GB",8,16,SSD,512,16.0,2.46,126054,48
ASU-TOGEF,945,Intel Core i9 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,16.0,2.46,169990,15
7M654PA,928,Intel Core i3 (12th Gen),Iris Xe,0,8,SSD,512,14.0,1.65,39499,37
IN35307YJ63001ORB1,517,Intel Core i3 (13th Gen),UHD,0,8,SSD,256,15.6,1.71,43000,16
LG-P8RO7,946,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,14.0,0.97,98999,5
MSI-4NK4F,947,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,13.3,1.39,74990,19
ASU-XYJB9,948,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,SSD,512,14.0,2.19,77990,16
ACE-HXU4C,39,Intel Core i3 (12th Gen) Processor,UHD,0,8,SSD,256,15.6,1.83,33699,27
7M433PA,928,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.59,77960,27
7J405PA,737,AMD Octa-Core Ryzen 7,Radeon,0,8,SSD,512,14.0,1.61,47290,30
7Q6Z9PA,949,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,15.6,1.72,38900,9
MSI-ZOOH7,950,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.61,72990,31
MSI-KQV2K,951,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",8,16,SSD,2048,17.3,3.02,279990,22
ASU-U69OG,952,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,1024,15.6,1.72,70990,50
ASU-XHA17,953,Intel Core i9 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,32,SSD,1024,14.5,1.1,278990,21
MSI-HJJA8,954,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,1024,14.0,1.36,119990,15
7Y6U8PA,955,Intel Core i7 (13th Gen),UHD,0,16,SSD,1024,16.0,2.19,147199,10
ASU-BW9IW,956,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,1024,15.6,2.33,107500,9
ASU-OOM53,957,Intel Core i9 (13th Gen),Iris Xe,0,16,SSD,1024,15.6,1.89,109990,47
MSI-AG41N,958,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,1024,13.4,1.15,142990,27
6E323PA,959,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,512,14.0,1.3,132990,15
7Y6U9PA,960,Intel Core i7 (13th Gen),"Arc A370M GPU, 4 GB",4,32,SSD,1024,16.0,2.44,179100,18
ACE-CS8HE,961,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,1024,16.1,2.91,89507,42
ASU-1GXUT,962,Intel Core i3 (12th Gen),Integrated,0,8,SSD,512,15.6,1.72,42990,8
SAM-OWA7V,963,Intel Core i9 (13th Gen) Processor,GeForce RTX 4070,0,32,SSD,1024,16.0,2.53,281990,33
ASU-4D2T7,964,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,14.0,1.1,112990,14
ASU-D1M42,965,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,14.0,1.1,99990,50
6G3P0EA,966,Intel Core i5 (12th Gen),Iris Xe,0,8,SSD,512,15.6,1.69,62899,47
20Y7S08900,427,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.31,61900,26
ICC-D586008WIN8,759,Intel Core i5 (12th Gen),Integrated,0,8,SSD,512,15.6,1.8,60070,50
6H8V9PA,967,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,13.3,1.35,75990,13
ICC-D586006WIN8,968,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,15.6,1.81,51499,33
ICC-D586009WIN8,759,Intel Core i5 (12th Gen),Integrated,0,16,SSD,512,15.6,1.88,63090,13
82TD009KIN,863,Intel Core i9 (12th Gen),"GeForce RTX 3080 Ti GPU, 16 GB",16,32,SSD,1024,16.0,3.15,503890,36
D552326WIN9B,14,Intel Core i3 (12th Gen),Integrated,0,8,SSD,512,14.0,1.52,46850,1
ICC-C782537WIN8,969,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.31,81300,49
ASU-2ZLA3,970,Intel Core i3 (11th Gen),UHD,0,8,SSD + HDD,1280,15.6,1.8,44990,14
ASU-QC5EM,971,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.39,64990,44
20W0S1HU00,599,Intel Core i7 (11th Gen),"GeForce MX450 GPU, 2 GB",2,16,SSD,512,14.0,1.34,87699,50
20Y700AKGE,972,AMD Octa-Core Ryzen 7,Radeon,0,8,SSD,512,14.0,1.51,85999,11
21BNS03K00,973,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,13.3,1.08,165990,46
ACE-RMEVJ,974,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,1024,16.0,2.13,124999,7
ICC-D586007WIN8,968,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.93,55530,14
500P0PA,975,Intel Core i5 (11th Gen),Iris Xe,0,16,SSD,512,15.6,1.88,83990,33
BTS-ICC-C783523WIN8,569,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,16.0,2.44,36999,36
20XY00BEIG,976,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,1024,14.0,1.1,199999,28
ASU-PI8L6,977,Intel Core i3 (10th Gen),HD 520,0,8,HDD,1024,14.0,1.34,35999,4
6J0T1PA,978,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",8,16,SSD,1024,16.1,2.73,205900,16
HP-Q64J4,979,AMD Dual-Core Athlon,Radeon,0,4,HDD,1024,14.0,1.36,22990,38
MSI-0QNX9,980,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.58,104990,35
ICC-C782532WIN8,969,Intel Core i3 (12th Gen),UHD,0,8,SSD,512,14.0,1.35,52250,4
MSI-5CW8Q,981,Intel Core i7 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,16.0,2.99,173617,36
50D16PA,982,Intel Core i9 (11th Gen),"T1200 GPU, 4 GB",4,32,SSD,1024,15.6,1.64,221499,22
MSI-2U5QE,983,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,17.3,2.47,165990,3
ASU-P7VNQ,984,Intel Core i7 (10th Gen),"GeForce RTX 2080 GPU, 8 GB",8,32,SSD,1024,17.3,3.13,199990,50
ASU-XI0O7,985,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 ",0,16,SSD,1024,15.6,2.3,134990,39
ICC-C782524WIN8,986,AMD Hexa-Core Ryzen 5 Processor,Radeon,0,8,SSD,512,14.0,1.32,55479,32
ASU-C9AH5,987,Intel Core i7 (10th Gen),"GeForce RTX 2080 GPU, 8 GB",8,32,SSD,1024,15.6,2.06,195000,27
ASU-Z6Z8N,988,AMD Octa-Core Ryzen 9,"GeForce GTX 1650 GPU, 4 GB",4,32,SSD,1,13.4,1.59,128900,47
20TAS14C00,427,Intel Core i3 (11th Gen),Integrated,0,8,SSD,512,14.0,1.32,50000,35
4U8T7PA,982,Intel Core i7 (11th Gen),"Quadro T2000  GPU, 4 GB",4,32,SSD,1024,15.6,1.78,247900,24
ACE-IFNYQ,961,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,512,16.1,2.42,68899,38
20TAS16F00,427,Intel Core i3 (11th Gen),UHD,0,4,SSD,256,14.0,1.53,44499,36
ASU-IZ4N9,989,Intel Core i3 (11th Gen),Integrated HD,0,4,SSD,256,15.6,1.67,31999,27
20W7S28U00,990,Intel Core i7 (11th Gen),Iris Xe,0,16,SSD,1024,15.6,1.9,109990,40
MSI-7J9H6,991,Intel Core i7 (12th Gen),"GeForce RTX 3070 GPU, 8 ",0,16,SSD,1024,15.6,2.16,173990,6
6E0D8PA,992,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,13.3,1.38,70999,25
ACE-8VX06,993,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.28,79999,43
D560071WIN9S,994,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,32,SSD,1024,15.6,1.25,249990,4
ASU-DJ9HY,995,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,1024,15.6,2.32,129990,35
ACE-S4KRG,996,AMD Quad-Core Ryzen 3,Radeon Vega 6,0,4,SSD,128,15.6,1.68,32990,19
D552236WIN9S,997,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,16.0,2.44,58499,36
AVI-GDUEW,998,Intel Core i7 (10th Gen),UHD Graphics 620,0,16,SSD,512,14.0,1.56,132590,33
ACE-Z67ZN,280,Intel Core i5 (11th Gen),Iris Xe,0,8,HDD,1024,15.6,1.63,44206,14
ASU-GQIMJ,999,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.27,152001,24
MSI-MHT5E,1000,Intel Core i7 (12th Gen) Processor,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,17.3,2.83,139699,32
ASU-C63S0,1001,Intel Core i5 (11th Gen),"Geoforce RTX3050 GPU, 4 GB",4,8,SSD,1024,15.6,2.58,60990,44
53L44PA,593,Intel Core i3 (10th Gen),UHD,0,8,SSD,512,14.0,1.59,40899,28
364C0PA,529,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.4,52250,9
82EY00UXIN,1002,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,HDD,1024,15.6,2.11,67399,24
D560697WIN9S,1003,AMD Dual-Core Ryzen 3,Radeon Vega 8,0,8,HDD,1024,15.6,1.89,37990,9
ACE-P1LIZ,1004,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,SSD + HDD,1280,15.6,2.29,92990,48
82KB00JEIH,554,Intel Core i3 (11th Gen),UHD,0,4,HDD,1024,15.0,1.8,33500,10
D569932WIN9,1005,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,2.47,246990,45
82KAA01SIH,1006,Intel Core i3 (11th Gen),UHD,0,4,SSD,256,15.0,1.7,34990,1
20VYS0U600,1007,Intel Core i7 (11th Gen) Processor,"Quadro T50 GPU, 4 GB",4,16,SSD,512,14.0,1.37,86999,26
82KBA001IH,190,Intel Core i3 (11th Gen),UHD,0,4,SSD,256,15.6,1.75,32990,1
ASU-B2GZ6,1008,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,512,15.6,2.27,78990,42
ASU-K9NYR,1009,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,1024,14.0,2.11,89990,35
20YES00000,427,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,512,14.0,1.5,88000,17
ASU-FRSDJ,1010,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",4,8,SSD,1024,14.0,2.01,72990,33
D560020WIN9S,1011,Intel Core i5 (10th Gen),UHD,0,8,SSD,512,13.3,1.24,92999,18
82C500XQIH,190,Intel Core i3 (10th Gen),UHD,0,4,HDD,1024,15.6,1.92,34999,7
20S0S30T00,599,Intel Core i5 (10th Gen),UHD,0,16,SSD,512,14.0,1.31,155411,2
ASU-QBPNT,1012,AMD Hexa-Core Ryzen 5,Radeon,0,8,SSD,1024,14.1,1.54,66990,12
81WA00K1IN,2,Intel Core i3 (10th Gen),UHD,0,8,SSD,256,14.0,1.69,34990,1
ASU-NLRWA,1013,AMD Octa-Core Ryzen 9,"GeForce GTX 1650 GPU, 4 GB",4,32,SSD,1024,13.4,2.08,149990,18
7K8N8PA,1014,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,SSD,512,16.1,2.94,60800,22
ASU-25LT7,1015,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,15.6,1.72,58990,17
82U90080IN,1016,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,13.3,1.25,119990,15
MSI-0WKYW,1017,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.45,74999,1
4Q1T0PA,587,AMD Hexa-Core Ryzen 5,Integrated,0,8,SSD,512,13.3,1.37,107000,15
ASU-L02NO,1018,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,1024,14.5,1.14,242990,33
82C500RRIH,190,Intel Core i5 (10th Gen),UHD,0,4,SSD,256,15.6,1.8,39990,16
9Q962PA,1019,Intel Core i5 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",6,16,SSD,512,15.6,2.32,76900,14
ASU-805TN,1020,AMD Octa-Core Ryzen 9,"Radeon RX 6700S GPU, 8 GB",8,16,SSD,1024,14.0,1.38,173885,17
FUJ-M0IG9,1021,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,512,13.3,1.23,68990,35
MSI-1CISU,1022,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,SSD,512,15.6,2.72,82990,26
82KAA04QIH,1023,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.43,45490,22
MSI-ODGGD,1024,Intel Core i7 (10th Gen),"GeForce MX330 GPU, 2 GB",2,16,SSD,512,14.0,1.34,74890,6
82KBA022IH,190,Intel Core i3 (11th Gen) Processor,Integrated,0,4,SSD,512,15.6,1.61,34998,39
8C4R9PA,1025,Intel Core i7 (13th Gen),Iris Xe,0,16,SSD,1024,15.6,1.81,109490,39
D560054WIN9S,1026,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,512,15.6,1.25,129990,12
ASU-IJ8WL,1027,Intel Core i5 (13th Gen),Iris Xe,0,16,SSD,512,15.6,1.65,58990,6
689U3PA,593,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,512,14.0,1.34,44599,11
6J8T1PA,891,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,512,14.0,1.54,104399,45
ASU-0UCQ4,1028,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,SSD,1024,15.6,2.64,92500,37
D552265WIN9S,997,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,16.0,2.17,76000,50
D560074WIN9S,1029,Intel Core i5 (12th Gen),Iris Xe,0,16,SSD,512,13.4,1.27,163690,46
D560061WIN9S,1026,Intel Core i7 (11th Gen),"RTX 3050 Ti GPU, 4 GB",4,16,SSD,512,15.6,1.32,232290,17
ASU-O2H5K,1030,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,SSD,1024,15.6,1.09,234990,44
20TRS04Q00,1031,Intel Core i7 (10th Gen),"GeForce P620 GPU, 4 GB",4,16,SSD,1024,15.6,1.7,154000,18
82LU008TIN,1032,Intel Core i7 (12th Gen),Iris Xe,0,16,SSD,1024,14.0,1.49,133329,5
ASU-FV7SD,1033,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,SSD,1024,15.6,2.3,108000,7
D560905WIN9S,596,Intel Core i5 (12th Gen),Integrated,0,8,SSD,512,16.0,2.36,68990,45
82KA00G8IH,475,Intel Core i3 (11th Gen),UHD,0,8,SSD,256,14.0,1.5,34990,49
81HQ00ETIH,1034,Intel Core i5 (7th Gen),HD 620,0,4,HDD,1024,14.0,1.41,39990,17
A560023WIN9,1035,Intel Core i7 (8th Gen),UHD 620,0,16,SSD,512,13.3,1.28,93990,10
QZI-00023,586,Intel Core i5 (12th Gen),Integrated,0,8,SSD,256,13.5,1.26,95046,15
ASU-2STOR,1036,Intel Core i7 (10th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.71,78990,7
ASU-4DFY8,1037,AMD Octa-Core Ryzen 7,Radeon,0,16,SSD,512,15.6,1.61,53990,13
RBY-00023,586,Intel Core i7 (12th Gen),Iris Xe,0,8,SSD,256,15.0,1.89,134990,15
BTS-ICC-D585051WIN8,156,Intel Core i3 (11th Gen),UHD,0,8,SSD + HDD,1280,15.6,1.7,39990,38
ASU-NXMSO,1038,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.84,62990,50
6H5W2PA,1039,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,16.1,2.69,85310,43
21D8S00V00,1040,Intel Core i7 (12th Gen),"Quadro T1200 GPU, 4 GB",4,32,SSD,1024,15.6,1.8,189900,31
82H803GUIN,1041,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,15.6,1.91,37990,20
D560069WIN9S,1042,Intel Core i9 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,32,SSD,1024,17.0,1.24,331390,29
8QC-00021,1043,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,128,12.4,1.22,73999,4
ASU-D0HBB,1044,AMD Octa-Core Ryzen 7,"Radeon RX 6700S GPU, 8 GB",8,16,SSD,1024,14.0,1.44,151990,24
82FJ00ABIH,252,AMD Dual-Core Athlon,Radeon,0,4,HDD,1024,14.0,1.42,22283,41
ASU-PMUXQ,1045,Intel Pentium Quad-Core,UHD 605,0,4,HDD,1024,15.6,1.68,30790,27
8QF-00046,1043,Intel Core i5 (11th Gen),Iris Xe,0,8,SSD,256,12.4,1.19,80999,34
GIG-VCPQN,1046,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",8,16,SSD,1024,15.6,2.74,225337,33
82KAA08BIH,459,Intel Core i3 (11th Gen),UHD,0,8,SSD,512,14.0,1.35,34990,4
22A67PA,1047,Intel Core i3 (10th Gen),UHD,0,4,SSD,512,15.6,1.79,28971,16
D560804WIN9W,415,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,8,SSD,512,15.6,2.71,73890,38
APP-CAK8R,1048,Intel Core i5 (8th Gen),UHD 617,0,8,SSD,128,13.3,1.26,106990,49
ASU-7MXHX,1049,Intel Core i7 (8th Gen),"GeForce MX250 GPU, 2 GB",2,8,SSD,512,15.6,1.74,65990,46
ASU-2JJW9,1050,AMD Hexa-Core Ryzen 5,Radeon,0,16,SSD,512,15.6,1.94,51890,8
80XV00LPIN,1051,AMD Dual-Core A6 APU,Radeon R5,0,4,HDD,1024,15.6,1.9,20990,42
ASU-AAV83,1052,Intel Core i5 (8th Gen),"Geforce MX250 GPU, 2 GB",2,8,SSD + HDD,1280,15.6,1.69,58990,47
80YL00R6IN,1053,Intel Core i5 (7th Gen),"GeForce GT 940MX GPU, 4 GB",4,8,HDD,2048,15.6,1.82,63362,26
APP-5KN8L,1054,Intel Core i5 (8th Gen),UHD 617,0,8,SSD,128,13.3,1.26,89990,7
