SKU_ID,ProductID,CPU,GPU,VRAM,RAM,Storage,StorageCapacity,ScreenSize,Weight,Price,Stock
4C9E9PA,546,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,16.1,2.46,134090,41
IN54303CRT9001SDS1,404,Intel Core i7 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.39,81390,36
4M1V4PA,547,Intel Core i7 (11th Gen) Processor,"GeForce RTX 3070 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,16.1,3.1,166499,17
ASU-TFK8G,548,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.32,215000,11
7Y6U1PA,549,Intel Core i7 (13th Gen),Iris Xe,0,32,1024 GB SSD Storage,1024,13.5,1.21,144999,50
IN5430YXVW9M01ORS1,404,Intel Core i5 (13th Gen),Iris Xe,0,8,512 GB SSD Storage,512,14.0,1.5,56999,27
QEZ-00048,484,Intel Core i5 (12th Gen),Iris Xe,0,8,256 GB SSD Storage,256,13.0,1.41,88969,47
82TW001DIH,550,Intel Core i5 (12th Gen),UHD ,0,8,512 GB SSD Storage,512,14.0,1.39,47990,17
ASU-THRD6,551,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.72,69999,24
82V700BSIN,552,Intel Celeron Dual-Core,UHD 600,0,8,256 GB SSD Storage,256,15.6,1.66,27890,33
6Q0Z9PA,553,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.61,91250,5
82KBA03JIH,554,Intel Core i3 (11th Gen),Integrated,0,8,512 GB SSD Storage,512,15.6,1.88,32990,36
ASU-4VICQ,555,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage,256,15.6,1.66,36350,34
ACE-IY02S,556,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,1024 GB SSD Storage,1024,14.0,2.12,99990,8
ASU-F6HM3,557,AMD Quad-Core Ryzen 3,Integrated,0,8,512 GB SSD Storage,512,14.0,1.63,32900,9
MSI-KKV6J,558,Intel Core i7 (11th Gen),"GeForce RTX 3080 GPU, 16 GB",16,32,2048 GB SSD Storage,2048,17.3,3.04,299999,41
9JM93PA,559,Intel Core i5 (10th Gen),Iris Plus,0,8,512 GB SSD Storage,512,13.3,1.34,74419,19
D560899WIN9S,560,Intel Core i9 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.4,132790,8
GIG-L7VRX,561,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,8,512 GB SSD Storage,512,15.6,2.52,65990,24
ACE-Y0V6Q,17,Intel Core i7 (13th Gen) Processor,"GeForce RTX 4050 GPU, 6 GB",6,16,512 GB SSD Storage,512,15.6,2.05,94999,22
ASU-IL5Y9,562,Intel Core i7 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.08,117990,22
7F693PA,563,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.8,108900,2
6J0T0PA,564,Intel Core i7 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,16.1,2.86,169999,2
ASU-MYLSN,565,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,13.3,1.14,87990,41
MSI-AWBIF,566,Intel Core i7 (11th Gen),"GeForce RTX 3050Ti GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.32,91590,42
MSI-2HGBT,567,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,17.3,3.09,94990,2
ASU-IUSWG,568,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage,512,14.0,1.46,59390,5
D560895WIN9S,3,Intel Core i7 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,512 GB SSD Storage,512,15.6,2.21,106990,19
BTS-ICC-C783532WIN8,569,Intel Core i7 (12th Gen),"GeForce MX570 GPU, 2 GB",2,16,512 GB SSD Storage,512,16.0,2.19,98000,50
ASU-02RMF,570,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,1024 GB SSD Storage,1024,15.6,2.35,88490,8
20VE004HUS,301,Intel Core i7 (11th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.84,91500,37
QIX-00031,544,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,13.0,1.22,192990,29
80X200EQIN,571,Intel Core i5 (7th Gen),"GeForce 940MX GPU, 2 GB",2,4,NO SSD + 1024 GB HDD Storage,1024,14.0,1.45,55699,23
841W7PA,572,AMD Dual-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage,512,14.0,1.64,26490,12
ASU-KSJ7M,573,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,1024 GB SSD Storage,1024,14.0,1.94,95890,13
ASU-KZ7DJ,574,Intel Core i5 (11th Gen),Integrated,0,8,256 GB SSD Storage + 1024 GB HDD Storage,1280,15.6,1.74,61990,11
20XWS1XJ00,575,Intel Core i7 (11th Gen),Integrated,0,16,1024 GB SSD Storage,1024,14.0,1.16,223999,48
20TBS4K300,576,Intel Core i5 (11th Gen),Integrated,0,8,512 GB SSD Storage,512,14.1,1.65,71449,34
GIG-KA3F1,577,Intel Core i7 (12th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,15.6,2.19,206250,47
D569938WIN9,578,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,14.0,2.53,169990,23
ASU-JEOZH,579,Intel Core i7 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.19,65990,9
ACE-B1MBQ,40,Intel Core i3 (11th Gen) Processor,UHD,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.8,34000,9
QCB-00014,544,Intel Core i5 (12th Gen),Iris Xe,0,8,128 GB SSD Storage,128,13.0,1.36,102990,46
D560475WIN9BE,533,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.48,71890,2
ASU-RJ0WZ,580,AMD Octa-Core Ryzen 7,"Radeon RX 6700S GPU, 8 ",0,16,1024 GB SSD Storage,1024,14.0,1.4,119990,27
82KAA057IH,459,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage,256,14.0,1.38,31999,38
8F4Z5PA,581,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,1024 GB SSD Storage,1024,15.6,2.41,91500,13
82K101LJIN,582,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.31,54950,7
MSI-QQTIF,583,Intel Core i5 (11th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.31,40990,34
ASU-4U4WF,584,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.72,64990,30
ACE-S52FZ,200,AMD Hexa-Core Ryzen 5,"GeForce RTX 3060 GPU, 6 GB",6,16,512 GB SSD Storage + 1024 GB HDD Storage,1536,15.6,2.32,105999,14
ASU-Z6TN2,585,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage,512,13.3,1.09,110000,38
RIP-00048,586,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.0,1.84,182990,38
4Q1T3PA,587,AMD Octa-Core Ryzen 7,Radeon,0,8,512 GB SSD Storage,512,13.3,1.25,101569,29
ASU-3MBON,588,Intel Core i5 (12th Gen) Processor,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.72,96500,27
ASU-O28MO,589,AMD Octa-Core Ryzen 7,Radeon,0,16,512 GB SSD Storage,512,14.0,1.06,79990,15
ASU-66TNM,590,AMD Octa-Core Ryzen 9,"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.26,175000,13
54B88PA,591,Intel Core i9 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,32,1024 GB SSD Storage,1024,15.6,2.43,189400,3
ASU-K46KN,592,Intel Core i5 (13th Gen),Integrated,0,16,512 GB SSD Storage,512,15.6,1.66,62990,2
4K5D5PA,593,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.45,35610,39
1A5F2PA,594,Intel Core i5 (10th Gen),"Geforce GTX 1650 Ti GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.69,63990,20
ACE-GW4TF,595,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage,512,14.0,1.65,49990,25
D560775WIN9S,596,Intel Core i5 (12th Gen),Integrated,0,16,512 GB SSD Storage,512,16.0,2.36,98000,3
6H8W2PA,597,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,16.0,2.44,145490,16
82K800E8IN,598,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,15.6,2.58,142990,38
20W0S0TC00,599,Intel Core i5 (11th Gen) Processor,Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.36,86999,30
ASU-Q26XM,600,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,14.0,1.98,69990,45
ASU-6F853,601,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.73,124995,44
ASU-IPVRN,602,AMD Hexadeca-Core Ryzen 9,"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,17.3,2.29,209990,29
MSI-7VBTJ,603,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,8,512 GB SSD Storage,512,15.6,2.44,74990,21
834T9PA,604,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,512 GB SSD Storage,512,16.1,2.62,151990,46
MSI-10F3B,605,Intel Core i9 (13th Gen),"GeForce RTX 4080 GPU, 12 GB",12,64,2048 GB SSD Storage,2048,17.3,2.5,329989,13
ASU-HIDI9,606,Intel Core i7 (7th Gen),HD 620,0,8,512 GB SSD Storage,512,13.3,1.13,94960,27
D560264WIN9B,607,Intel Core i7 (10th Gen),"GeForce GTX 1650Ti GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.73,109990,10
8PV-00029,608,Intel Core i7 (11th Gen),Iris Xe,0,16,256 GB SSD Storage,256,13.0,1.26,127990,17
D560509WIN9S,34,Intel Core i5 (11th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.77,51990,10
82SE005SIN,609,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage,512,14.0,1.57,53566,26
82BG005JIN,610,Intel Core i7 (11th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,14.0,1.45,128999,45
82SF004WIN,141,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.95,70600,42
83B1002GIN,611,Intel Core i7 (13th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,14.0,1.31,175690,44
533T9PA,612,Intel Core i5 (11th Gen),Intel Iris Xe,0,8,512 GB SSD Storage,512,14.0,1.44,75900,37
RP5MXE4,613,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.47,166199,9
6K7X4PA,614,Intel Core i7 (12th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,13.5,1.25,151990,20
QLP-00014,484,Intel Core i7 (12th Gen),Iris Xe,0,32,1024 GB SSD Storage,1024,13.0,1.19,261990,45
42V69PA,490,Intel Core i5 (11th Gen),Integrated,0,8,512 GB SSD Storage,512,15.6,1.71,57899,40
ASU-UHWGB,615,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,32,2048 GB SSD Storage,2048,16.0,2.48,251990,9
21KG00AFIN,616,Intel Core i3 (13th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.54,43990,50
ICC-C782517WIN8,617,AMD Octa-Core Ryzen 7 Processor,Radeon,0,16,512 GB SSD Storage,512,14.0,1.54,68931,11
82WV005JIN,618,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.44,79990,9
MSI-WQ5AM,619,Intel Core i7 (13th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,16.0,2.02,125389,36
ASU-3WL4K,620,AMD Octa-Core Ryzen 7 Processor,"GeForce GTX 1650 GPU, 4 GB",4,16,1024 GB SSD Storage,1024,13.4,1.79,94900,5
82WK00LNIN,621,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",8,32,1024 GB SSD Storage,1024,16.0,2.95,172990,48
ASU-EKHU1,622,Intel Core i7 (12th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,14.0,1.11,144990,49
MSI-PV9TQ,623,Intel Core i3 (13th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.44,37990,29
ASU-7MZK7,624,Intel Core i5 (12th Gen),Integrated,0,16,512 GB SSD Storage,512,15.6,1.71,62980,42
ASU-KD21B,625,Intel Celeron Dual-Core,HD,0,4,256 GB SSD Storage,256,14.0,1.3,28465,37
MACHD-WFE9BQ,626,Intel Core i7 (11th Gen),GeForce MX250,0,16,1024 GB SSD Storage,1024,14.0,1.51,149990,9
6N1V9PA,627,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage,512,16.1,2.56,55999,47
ASU-8AMKW,628,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,8,1024 GB SSD Storage,1024,15.6,2.33,80990,11
D560075WIN9S,629,Intel Core i7 (12th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,13.4,1.22,169990,4
MSI-7ROUG,630,Intel Core i7 (10th Gen),"GeForce RTX 2070 GPU, 8 GB",8,16,512 GB SSD Storage + 1024 GB HDD Storage,1536,17.3,2.9,180000,30
3T170PA,631,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage,256,14.0,1.44,37500,30
ASU-UHS9I,632,Intel Core i3 (11th Gen),UHD,0,16,512 GB SSD Storage,512,15.6,1.7,35990,14
ACE-VH65I,633,Intel Core i7 (7th Gen),HD 615,0,8,256 GB SSD Storage,256,14.0,1.45,87207,47
INF-A746S,634,Intel Core i3 (10th Gen),UHD,0,8,256 GB SSD Storage,256,15.6,1.9,27990,2
8K8J2PA,635,Intel Core i3 (12th Gen),UHD,0,16,512 GB SSD Storage,512,15.6,1.7,40250,34
6D4K2PA,636,Intel Core i5 (12th Gen),"GeForce MX550  GPU, 2 GB",2,16,512 GB SSD Storage,512,15.6,1.86,73990,41
ASU-DN6PN,637,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage,512,15.6,1.7,35990,5
ASU-8WNWJ,638,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.27,53990,17
SAM-NQA0C,639,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.83,53990,3
ASU-TOZXS,640,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage,512,15.6,1.67,35990,41
7Q700PA,641,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.72,36990,41
80SM01EFIH,642,Intel Core i5 (6th Gen),"GeForce N16V-GMR1 GPU, 2 GB",2,8,NO SSD + 1024 GB HDD Storage,1024,15.6,1.71,49490,22
ASU-JY7PQ,643,Intel Core i3 (12th Gen),UHD,0,16,512 GB SSD Storage,512,15.6,1.72,41990,25
ASU-OK8XZ,644,AMD Hexa-Core Ryzen 5,Radeon,0,8,256 GB SSD Storage + 1024 GB HDD Storage,1280,15.6,1.88,47990,2
ASU-VTG5L,645,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage,256,15.6,1.75,31500,45
ASU-TNFFT,646,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.72,37990,28
WIN-AEZB0,647,Intel Core i5 (11th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.95,28990,40
ASU-5EFI2,648,Intel Celeron Dual-Core,UHD,0,4,256 GB SSD Storage,256,15.6,1.68,19990,31
INF-VXTZY,649,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.54,29990,17
MSI-2GYR5,650,Intel Core i5 (12th Gen),"Arc A370M GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,1.65,52490,4
ASU-B9AJ2,651,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.59,34990,46
82SB00Y8IN,652,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.56,69990,3
86T11PA,653,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.61,68990,30
INF-9M3BS,382,Intel Core i5 (11th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.69,52990,37
ASU-NJRJ3,654,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",4,16,1024 GB SSD Storage,1024,15.6,2.26,82999,4
INF-UPEY1,382,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage,512,15.6,1.83,28990,19
ASU-0JV3L,655,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.33,77900,7
MSI-LHUDO,656,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.56,58590,27
83ER008GIN,657,Intel Core i5 (12th Gen),UHD,0,16,512 GB SSD Storage,512,15.6,1.63,56990,5
ASU-GEOUB,658,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.35,59990,35
ASU-AVECZ,659,AMD Octa-Core Ryzen 7,"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.62,60990,36
8R0L2PA,660,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.65,65990,34
ASU-1CZRZ,661,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage,512,16.0,2.36,49990,25
91Q92PA,662,Intel Core i3 (13th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.67,40132,27
7Q865PA,663,Intel Core i7 (13th Gen),Integrated,0,16,512 GB SSD Storage,512,15.6,1.82,87300,4
82VG00JJIN,664,AMD Quad-Core Ryzen 3,Radeon 610M,0,8,512 GB SSD Storage,512,15.6,1.6,33990,36
ASU-ECK3J,665,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage,512,15.6,1.7,63999,25
7Q864PA,666,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.56,36990,4
8Q3X5PA,667,Intel Core i5 (12th Gen),Iris Xe,0,8,512 GB SSD Storage,512,15.6,1.73,52999,23
82KB00EWIN,668,Intel Core i3 (11th Gen),UHD,0,4,256 GB SSD Storage,256,15.0,1.8,32990,13
ASU-C4LX0,669,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.13,77550,27
ASU-EOREO,670,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,14.0,1.3,75990,22
9C9E1PA,671,Intel Core i3 (12th Gen),UMA,0,8,512 GB SSD Storage,512,14.0,1.52,54990,15
ASU-TQLKN,672,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.06,65990,5
ASU-IEKBG,673,Intel Celeron Dual-Core,UHD,0,8,256 GB SSD Storage,256,14.0,1.64,22990,48
ASU-AP6KU,674,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.28,60990,32
21E3S04X00,427,Intel Core i5 (12th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.6,67990,38
82XV00BQIN,283,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,512 GB SSD Storage,512,15.6,2.02,95990,36
MSI-43KBS,675,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.31,64990,46
82JW00PBIN,378,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.38,97990,39
21E3S04U00,465,Intel Core i5 (12th Gen),Iris Xe,0,16,1024 GB SSD Storage,1024,14.0,1.55,72800,49
MSI-9JFMJ,676,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,2.18,59990,13
MSI-9L4GP,677,AMD Hexa-Core Ryzen 5,"Radeon RX6550M GPU, 4 GB",4,8,512 GB SSD Storage,512,15.6,1.74,51390,1
82XQ008DIN,678,AMD Quad-Core Ryzen 3,Radeon 610M,0,8,512 GB SSD Storage,512,15.6,1.67,32890,1
MSI-NQS2Z,679,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,15.6,1.71,32590,16
ACE-SH7P0,6,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,512 GB SSD Storage,512,14.0,1.37,42990,42
MSI-4KD9Z,680,Intel Core i7 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,17.3,2.76,109990,2
3Y666PA,490,Intel Core i3 (11th Gen) Processor,UHD,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.62,39076,9
9Q9M9PA,681,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,16.1,3.0,138990,37
ASU-KNVON,682,AMD Octa-Core Ryzen 7,Radeon,0,16,512 GB SSD Storage,512,16.0,2.3,54990,13
D560886WIN9S,69,Intel Core i5 (12th Gen),UHD,0,8,256 GB SSD Storage + 1024 GB HDD Storage,1280,15.6,1.88,54499,27
8U1H6PA,683,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.37,62849,33
ASU-UHCLY,684,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,2.33,89990,25
82Y00051IN,685,Intel Core i5 (13th Gen),Integrated,0,16,512 GB SSD Storage,512,14.0,1.59,71490,6
INF-L5RM8,686,Intel Core i7 (12th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.84,43990,46
MSI-O4RZ4,687,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,8,1024 GB SSD Storage,1024,17.3,2.91,128990,38
ASU-P0I2F,688,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage,512,17.3,2.31,112230,37
7K4K0PA,689,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,17.3,2.59,112990,11
9D3N1PA,690,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage,512,15.6,1.6,56100,50
MSI-0BQUW,691,Intel Core i3 (12th Gen),UHD,0,8,256 GB SSD Storage,256,14.0,1.52,32990,20
ASU-SSTQT,692,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.26,201990,16
7B1L8PA,693,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage,512,15.6,1.7,34990,36
21JFA00QIN,364,AMD Octa-Core Ryzen 7,Radeon,0,8,512 GB SSD Storage,512,15.6,1.8,49390,29
ASU-GYQ5O,694,AMD Quad-Core Ryzen 3,Radeon,0,8,1024 GB SSD Storage,1024,14.0,1.44,33990,3
MSI-XOJCP,695,Intel Core i9 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,16.0,2.93,149999,45
82YL0099IN,511,Intel Core i7 (13th Gen) Processor,Integrated,0,16,1024 GB SSD Storage,1024,14.0,1.37,114190,43
83GS008VIN,696,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,12,512 GB SSD Storage,512,15.6,2.42,58990,11
ASU-RPCPE,697,AMD Octa-Core Ryzen 9,"Geforce GTX 1650 Ti GPU, 4 GB",4,16,1024 GB SSD Storage,1024,13.4,1.61,105500,32
ASU-0M72B,698,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.36,201990,49
82H802XVIN,2,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage,256,15.6,1.65,35999,50
SAM-X1TGD,699,Intel Core Ultra 7,Arc,0,16,512 GB SSD Storage,512,14.0,1.49,131990,14
MSI-AMX4L,700,Intel Core i9 (13th Gen),"GeForce RTX 4080 GPU, 12 GB",12,64,2048 GB SSD Storage,2048,17.3,2.77,389990,6
21JFA02NIN,701,AMD Octa-Core Ryzen 7,Radeon,0,16,512 GB SSD Storage,512,15.6,1.72,44990,25
7M659PA,702,Intel Core i3 (12th Gen),Iris Xe,0,8,512 GB SSD Storage,512,15.6,1.78,32649,45
MSI-P40Z2,703,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",6,16,1024 GB SSD Storage,1024,15.6,2.47,78990,15
MSI-HAXKD,704,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,16,1024 GB SSD Storage,1024,15.6,2.02,135990,49
SAM-IZ8JA,705,Intel Core Ultra 7,Arc,0,16,512 GB SSD Storage,512,16.0,2.43,144990,8
ASU-3P4BU,706,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,8,512 GB SSD Storage,512,17.3,2.29,76990,24
949J0PA,693,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage,512,15.6,1.63,33999,31
MSI-RBCQW,707,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.52,45990,18
ASU-L576O,708,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,512 GB SSD Storage,512,15.6,2.29,108990,42
IN3530NC2R9001ORS1,517,Intel Core i7 (13th Gen),UHD,0,16,512 GB SSD Storage,512,15.6,1.85,69990,24
9E5B9PA,709,AMD Hexa-Core Ryzen 5,Radeon,0,16,1024 GB SSD Storage,1024,15.6,1.63,55990,16
ASU-0RUC0,710,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,8,1024 GB SSD Storage,1024,14.0,2.31,103790,49
8X059PA,711,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",6,16,512 GB SSD Storage,512,15.6,2.67,88990,14
8F506PA,712,AMD Hexa-Core Ryzen 5,"Radeon RX 6500M GPU, 4 GB",4,16,512 GB SSD Storage,512,15.6,1.61,52539,22
689U2PA,593,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage,512,14.0,1.33,33990,35
