SKU_ID,ProductID,CPU,GPU,RAM,Storage,ScreenSize,Price,Stock,Weight
789,605,Intel Core i9 (13th Gen),"GeForce RTX 4080 GPU, 12 GB",64,2048 GB SSD Storage,17.3,329989,8,2.23
790,606,Intel Core i7 (7th Gen),HD 620,8,512 GB SSD Storage,13.3,94960,36,1.85
791,607,Intel Core i7 (10th Gen),"GeForce GTX 1650Ti GPU, 4 GB",8,512 GB SSD Storage,15.6,109990,24,2.48
792,608,Intel Core i7 (11th Gen),Iris Xe,16,256 GB SSD Storage,13.0,127990,23,1.48
793,34,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,15.6,51990,30,1.43
794,609,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,53566,12,1.54
795,610,Intel Core i7 (11th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,128999,29,2.47
796,141,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,70600,7,1.71
797,611,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,175690,49,1.3
798,612,Intel Core i5 (11th Gen),Intel Iris Xe,8,512 GB SSD Storage,14.0,75900,6,1.76
799,613,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",16,1024 GB SSD Storage,15.6,166199,33,1.57
800,614,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,13.5,151990,27,2.17
801,484,Intel Core i7 (12th Gen),Iris Xe,32,1024 GB SSD Storage,13.0,261990,8,1.66
802,490,Intel Core i5 (11th Gen),Integrated,8,512 GB SSD Storage,15.6,57899,36,2.16
803,615,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",32,2048 GB SSD Storage,16.0,251990,16,1.62
804,616,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,14.0,43990,41,2.08
805,617,AMD Octa-Core Ryzen 7 Processor,Radeon,16,512 GB SSD Storage,14.0,68931,50,2.18
806,618,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,79990,17,1.28
807,619,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,16.0,125389,34,2.33
808,620,AMD Octa-Core Ryzen 7 Processor,"GeForce GTX 1650 GPU, 4 GB",16,1024 GB SSD Storage,13.4,94900,5,1.89
809,621,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,172990,9,1.44
810,622,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,144990,44,1.78
811,623,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,14.0,37990,4,1.94
812,624,Intel Core i5 (12th Gen),Integrated,16,512 GB SSD Storage,15.6,62980,36,1.77
813,625,Intel Celeron Dual-Core,HD,4,256 GB SSD Storage,14.0,28465,14,2.48
814,626,Intel Core i7 (11th Gen),GeForce MX250,16,1024 GB SSD Storage,14.0,149990,34,1.63
815,627,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,16.1,55999,34,1.37
816,628,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,1024 GB SSD Storage,15.6,80990,32,1.41
817,629,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,13.4,169990,34,1.44
818,630,Intel Core i7 (10th Gen),"GeForce RTX 2070 GPU, 8 GB",16,512 GB SSD Storage + 1024 GB HDD Storage,17.3,180000,13,1.68
819,631,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,14.0,37500,8,1.79
820,632,Intel Core i3 (11th Gen),UHD,16,512 GB SSD Storage,15.6,35990,38,1.63
821,633,Intel Core i7 (7th Gen),HD 615,8,256 GB SSD Storage,14.0,87207,20,1.92
822,634,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage,15.6,27990,30,2.07
823,635,Intel Core i3 (12th Gen),UHD,16,512 GB SSD Storage,15.6,40250,26,2.37
824,636,Intel Core i5 (12th Gen),"GeForce MX550  GPU, 2 GB",16,512 GB SSD Storage,15.6,73990,46,1.51
825,637,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,35990,38,2.23
826,638,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,53990,28,2.48
827,639,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,53990,3,2.37
828,640,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,35990,48,2.48
829,641,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,36990,49,2.35
830,642,Intel Core i5 (6th Gen),"GeForce N16V-GMR1 GPU, 2 GB",8,NO SSD + 1024 GB HDD Storage,15.6,49490,16,2.04
831,643,Intel Core i3 (12th Gen),UHD,16,512 GB SSD Storage,15.6,41990,1,2.12
832,644,AMD Hexa-Core Ryzen 5,Radeon,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,47990,43,1.52
833,645,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,31500,26,1.26
834,646,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,37990,8,1.58
835,647,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,15.6,28990,41,1.91
836,648,Intel Celeron Dual-Core,UHD,4,256 GB SSD Storage,15.6,19990,38,2.05
837,649,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,29990,4,2.23
838,650,Intel Core i5 (12th Gen),"Arc A370M GPU, 4 GB",16,512 GB SSD Storage,15.6,52490,15,2.08
839,651,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,34990,22,1.6
840,652,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,69990,4,2.19
841,653,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,68990,41,1.34
842,382,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,52990,39,1.25
843,654,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,15.6,82999,32,1.6
844,382,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,28990,11,2.16
845,655,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,77900,1,2.33
846,656,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,58590,13,1.77
847,657,Intel Core i5 (12th Gen),UHD,16,512 GB SSD Storage,15.6,56990,6,1.26
848,658,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,59990,49,1.55
849,659,AMD Octa-Core Ryzen 7,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,60990,27,1.48
850,660,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,65990,18,2.24
851,661,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,16.0,49990,43,1.93
852,662,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,15.6,40132,47,1.68
853,663,Intel Core i7 (13th Gen),Integrated,16,512 GB SSD Storage,15.6,87300,17,1.71
854,664,AMD Quad-Core Ryzen 3,Radeon 610M,8,512 GB SSD Storage,15.6,33990,32,2.34
855,665,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,63999,13,1.77
856,666,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,36990,10,1.25
857,667,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,52999,34,1.46
858,668,Intel Core i3 (11th Gen),UHD,4,256 GB SSD Storage,15.0,32990,23,2.23
859,669,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,77550,16,1.36
860,670,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,75990,40,2.36
861,671,Intel Core i3 (12th Gen),UMA,8,512 GB SSD Storage,14.0,54990,36,2.1
862,672,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,65990,48,1.69
863,673,Intel Celeron Dual-Core,UHD,8,256 GB SSD Storage,14.0,22990,5,2.26
864,674,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,60990,27,1.47
865,427,Intel Core i5 (12th Gen),UHD,8,512 GB SSD Storage,14.0,67990,3,2.37
866,283,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,95990,42,1.46
867,675,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,64990,7,1.74
868,378,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,97990,8,1.39
869,465,Intel Core i5 (12th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,72800,28,2.3
870,676,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,59990,13,2.29
871,677,AMD Hexa-Core Ryzen 5,"Radeon RX6550M GPU, 4 GB",8,512 GB SSD Storage,15.6,51390,28,1.88
872,678,AMD Quad-Core Ryzen 3,Radeon 610M,8,512 GB SSD Storage,15.6,32890,6,1.48
873,679,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,32590,49,2.06
874,6,Intel Core i5 (11th Gen) Processor,Iris Xe,8,512 GB SSD Storage,14.0,42990,16,2.32
875,680,Intel Core i7 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,17.3,109990,45,2.26
876,490,Intel Core i3 (11th Gen) Processor,UHD,4,NO SSD + 1024 GB HDD Storage,15.6,39076,7,1.32
877,681,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.1,138990,5,1.35
878,682,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,16.0,54990,40,1.67
879,69,Intel Core i5 (12th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,54499,42,1.98
880,683,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,62849,32,1.82
881,684,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,89990,22,2.44
882,685,Intel Core i5 (13th Gen),Integrated,16,512 GB SSD Storage,14.0,71490,14,2.47
883,686,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,43990,9,2.01
884,687,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",8,1024 GB SSD Storage,17.3,128990,30,1.45
885,688,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,17.3,112230,17,1.43
886,689,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,17.3,112990,3,2.43
887,690,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,56100,21,2.39
888,691,Intel Core i3 (12th Gen),UHD,8,256 GB SSD Storage,14.0,32990,44,2.2
889,692,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 GB",16,1024 GB SSD Storage,15.6,201990,47,2.4
890,693,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,34990,29,1.46
891,364,AMD Octa-Core Ryzen 7,Radeon,8,512 GB SSD Storage,15.6,49390,21,2.19
892,694,AMD Quad-Core Ryzen 3,Radeon,8,1024 GB SSD Storage,14.0,33990,19,2.16
893,695,Intel Core i9 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,16.0,149999,47,2.48
894,511,Intel Core i7 (13th Gen) Processor,Integrated,16,1024 GB SSD Storage,14.0,114190,1,2.46
895,696,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",12,512 GB SSD Storage,15.6,58990,27,2.06
896,697,AMD Octa-Core Ryzen 9,"Geforce GTX 1650 Ti GPU, 4 GB",16,1024 GB SSD Storage,13.4,105500,32,1.75
897,698,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 GB",16,1024 GB SSD Storage,15.6,201990,43,1.8
898,2,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,35999,13,1.92
899,699,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,14.0,131990,14,1.4
900,700,Intel Core i9 (13th Gen),"GeForce RTX 4080 GPU, 12 GB",64,2048 GB SSD Storage,17.3,389990,48,2.25
901,701,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,44990,44,1.82
902,702,Intel Core i3 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,32649,30,2.22
903,703,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,78990,18,2.3
904,704,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,135990,48,2.35
905,705,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,16.0,144990,34,1.46
906,706,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,17.3,76990,19,1.78
907,693,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,33999,49,2.49
908,707,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,45990,8,2.24
909,708,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,108990,30,1.72
910,517,Intel Core i7 (13th Gen),UHD,16,512 GB SSD Storage,15.6,69990,4,1.79
911,709,AMD Hexa-Core Ryzen 5,Radeon,16,1024 GB SSD Storage,15.6,55990,9,2.44
912,710,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,1024 GB SSD Storage,14.0,103790,19,1.48
913,711,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,88990,29,2.09
914,712,AMD Hexa-Core Ryzen 5,"Radeon RX 6500M GPU, 4 GB",16,512 GB SSD Storage,15.6,52539,6,2.18
915,593,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,33990,27,1.95
916,652,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,82190,23,2.49
917,239,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,16.0,84190,39,2.26
918,713,AMD Octa-Core Ryzen 9,"GeForce RTX 3080 GPU, 8 GB",16,1024 GB SSD Storage,17.3,216990,40,1.51
919,714,Intel Core i9 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",32,2048 GB SSD Storage,17.3,268965,28,1.47
920,715,Intel Core i7 (10th Gen),UHD,8,512 GB SSD Storage,14.0,84960,17,1.47
921,716,AMD Octa-Core Ryzen 9,"GeForce RTX 3080 GPU, 8 GB",16,1024 GB SSD Storage,15.6,211990,7,1.33
922,717,Intel Core i9 (12th Gen),"GeForce RTX 3080 Ti GPU, 16 GB",32,1024 GB SSD Storage,15.6,283589,43,2.3
923,718,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,14.0,39990,11,1.93
924,719,AMD Octa-Core Ryzen 7,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,80490,43,2.08
925,720,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,15.6,70990,39,1.34
926,721,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,14.0,169990,36,2.49
927,722,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,14.0,165930,39,1.67
928,723,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,123990,33,1.63
929,724,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",8,1024 GB SSD Storage,15.6,105990,11,1.55
930,725,Intel Core i7 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,73990,40,1.3
931,726,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",32,1024 GB SSD Storage,16.0,219990,20,2.22
932,727,AMD Octa-Core Ryzen 9,"Radeon GPU, 6 GB",16,1024 GB SSD Storage,15.6,169980,2,2.44
933,728,AMD Octa-Core Ryzen 9,"GeForce RTX 3080 GPU, 8 GB",16,1024 GB SSD Storage,15.6,189990,26,2.38
934,729,AMD Octa-Core Ryzen 9,"GeForce RTX 4060 GPU, 8 GB",32,1024 GB SSD Storage,14.0,201447,36,1.75
935,730,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,15.6,107991,41,2.09
936,32,AMD Dual-Core Ryzen 3,Integrated,8,NO SSD + 1024 GB HDD Storage,14.0,29999,7,1.62
937,2,Intel Core i5 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,47990,12,1.49
938,731,AMD Octa-Core Ryzen 9,"Radeon 680M GPU, 6 GB",16,1024 GB SSD Storage,16.0,163990,20,1.32
939,732,Intel Core Ultra 7,Arc,32,2048 GB SSD Storage,16.0,184990,16,2.37
940,733,AMD Octa-Core Ryzen 9,"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,14.0,99990,38,1.74
941,734,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,32000,9,1.28
942,735,Intel Core i9 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,13.4,191990,11,1.58
943,736,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,16.0,329990,28,1.56
944,737,AMD Octa-Core Ryzen 7,Radeon,8,512 GB SSD Storage,14.0,48490,49,1.4
945,738,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,101490,50,2.12
946,386,Intel Core i5 (12th Gen),Iris Xe,16,256 GB SSD Storage,12.4,88390,27,1.71
947,739,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,88990,12,1.65
948,255,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",16,512 GB SSD Storage,15.6,101890,33,1.4
949,196,3.3 Ghz Processor,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,68990,22,2.33
950,740,Intel Core i5 (12th Gen) Processor,Iris Xe,16,512 GB SSD Storage,15.6,52350,36,1.94
951,741,Apple M3 Pro,18-core GPU,36,512 GB SSD Storage,16.2,289900,9,1.65
952,742,Intel Core i9 (13th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,16.0,364990,8,2.2
953,49,AMD Octa-Core Ryzen 9,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,15.6,108990,36,1.51
954,743,Intel Core i7 (12th Gen),"Arc A370M GPU, 4 GB",16,512 GB SSD Storage,16.0,155908,26,1.89
955,388,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,84900,31,1.51
956,744,Intel Core i9 (12th Gen),"GeForce RTX 3080 Ti GPU, 16 GB",32,2048 GB SSD Storage,17.3,170000,5,2.32
957,745,AMD Octa-Core Ryzen 9,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,17.3,142890,42,1.51
958,404,Intel Core i7 (13th Gen),Integrated,16,512 GB SSD Storage,14.0,81890,38,1.29
959,746,Intel Core i9 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",32,1024 GB SSD Storage,16.0,208490,14,2.37
960,747,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",16,512 GB SSD Storage,16.1,125444,19,1.46
961,748,AMD Octa-Core Ryzen 9,"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,15.6,128990,28,1.96
962,412,Intel Core i5 (11th Gen),Integrated,16,512 GB SSD Storage,13.5,151999,40,1.29
963,749,Intel Core i5 (10th Gen),UHD Graphics,8,512 GB SSD Storage,15.6,62363,42,2.31
964,750,AMD Octa-Core Ryzen 9,"GeForce RTX 3080 Ti GPU, 16 GB",32,2048 GB SSD Storage,16.0,361990,48,1.59
965,751,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,64990,9,2.39
966,752,AMD Octa-Core Ryzen 7,Radeon,32,1024 GB SSD Storage,14.0,104990,7,1.3
967,753,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,97106,20,1.5
968,754,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,512 GB SSD Storage,16.0,106495,46,2.23
969,755,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,15.6,77990,50,2.38
970,756,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,158490,45,2.49
971,757,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,15.6,69990,21,1.98
972,758,AMD Octa-Core Ryzen 7,Radeon 780M,32,1024 GB SSD Storage,16.0,107490,8,2.39
973,759,Intel Core i3 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,35990,2,1.81
974,760,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,68999,33,1.57
975,761,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,109032,32,2.33
976,762,AMD Octa-Core Ryzen 9,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,17.3,114990,2,2.33
977,763,Intel Core 7 (Series 1),Iris Xe,16,512 GB SSD Storage,15.6,79999,23,1.93
978,764,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 6 GB",16,512 GB SSD Storage,15.6,106897,6,1.79
979,765,Intel Core 5 (Series 1),Iris Xe,8,512 GB SSD Storage,15.6,68990,41,2.14
980,766,Intel Core i5 (13th Gen),Iris Xe,8,512 GB SSD Storage,15.6,67990,25,1.89
981,767,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,16.0,74990,28,2.01
982,768,Intel Core Ultra 9,Arc,32,1024 GB SSD Storage,14.0,144990,49,1.41
983,769,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,52990,21,2.21
984,770,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,14.0,76490,2,2.16
985,771,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,51828,9,1.43
986,772,AMD Quad-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,44790,39,1.88
987,773,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,57990,21,1.81
988,774,Intel Core i3 (12th Gen),UHD,8,256 GB SSD Storage,15.6,42902,7,1.77
989,404,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,66390,45,2.14
990,775,Intel Core i7 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,83990,44,2.11
991,776,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,15.6,59990,3,1.42
992,777,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,148690,25,2.45
993,778,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,15.6,41206,22,1.77
994,779,AMD Quad-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,42990,1,1.56
995,777,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,149990,18,1.67
996,780,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,35490,40,1.39
997,781,AMD Quad-Core Ryzen 5,Radeon 610M,8,512 GB SSD Storage,15.6,39679,48,1.92
998,782,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,16.0,58524,40,2.08
999,783,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,1024 GB SSD Storage,14.0,69990,42,1.23
1000,652,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,64990,4,1.63
1001,784,Intel Core Ultra 5,Integrated,16,512 GB SSD Storage,16.0,78963,50,1.21
1002,517,Intel Core i5 (13th Gen),Integrated,8,512 GB SSD Storage,15.6,51990,30,1.42
1003,785,Intel Core i5 (12th Gen),UHD,16,512 GB SSD Storage,14.0,52890,37,1.21
1004,786,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,16.0,69990,39,1.49
1005,787,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,15.6,62990,11,1.69
1006,788,AMD Octa-Core Ryzen 7,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,66990,32,1.65
1007,759,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,35990,32,2.47
1008,789,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,16.0,139990,12,1.56
1009,790,Intel Core 7 (Series 1),,16,512 GB SSD Storage,15.6,79999,9,1.5
1010,791,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,15.6,181990,45,2.23
1011,792,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,16.0,68999,47,1.63
1012,793,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,73990,39,2.16
1013,794,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,56990,16,1.47
1014,701,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,35990,18,2.18
1015,795,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,16.0,96990,9,1.55
1016,796,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,13.3,149990,9,1.41
1017,797,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,16.0,102990,10,1.68
1018,798,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,16.0,49490,11,1.9
1019,799,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,15.6,96990,8,2.3
1020,702,Intel Core i5 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,52599,20,1.86
1021,800,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,2048 GB SSD Storage,17.0,257990,35,1.34
1022,190,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,33990,48,1.36
1023,801,AMD Octa-Core Ryzen 7,Radeon,16,1024 GB SSD Storage,16.1,113990,21,1.84
1024,802,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,63100,41,1.92
1025,255,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,84490,2,1.68
1026,803,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,102490,1,1.96
1027,804,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,63990,42,2.47
