SKU_ID,ProductID,CPU,GPU,RAM,Storage,ScreenSize,Weight,Price,Stock
MSI-ULQR,842,Intel Core i7 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.25,189990,3
82RK011EIN,843,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.91,59990,2
83DR003DIN,844,AMD Hexa-Core Ryzen 5,Radeon 760M,16,512 GB SSD Storage,14.0,1.54,71990,7
ASU-8Z7Y,845,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.2,75990,35
DEL-TRH2,846,Intel Core Ultra 9,"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.54,212990,13
82XE007EIN,847,AMD Octa-Core Ryzen 7,Radeon,16,1024 GB SSD Storage,14.0,1.5,74490,21
ASU-AN61,848,Intel Core Ultra 9,Arc,32,1024 GB SSD Storage,14.0,1.6,239990,12
ASU-0OG5,849,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,17.0,3.24,52890,15
ASU-I1WH,850,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,15.6,1.93,39500,14
83DA003GIN,851,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.55,79243,27
DEL-B6PK,846,Intel Core Ultra 9,"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.8,191990,49
ACE-V986,852,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,14.0,1.53,84990,43
ACE-N0A5,853,Intel Core i7 (14th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.0,2.98,132999,8
82TS005DIH,475,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.56,43490,28
83DV00BHIN,255,Intel Core i5 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.02,78990,32
21JKS13K00,854,Intel Core i7 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.49,96990,35
MSI-9FYU,855,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.1,99990,10
MSI-YYB6,856,AMD Hexa-Core Ryzen 5,"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.66,77990,40
MSI-1SHN,857,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.56,59990,21
MSI-XUPJ,858,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.41,71990,41
82TSA0CWIH,475,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.63,55490,32
83DF003NIN,859,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 ",16,1024 GB SSD Storage,16.0,3.03,154990,30
MSI-DT04,860,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.0,87990,26
MSI-MU0E,861,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.38,77990,29
ASU-CZT7,862,Intel Pentium Gold,UHD,8,512 GB SSD Storage,15.6,1.7,27990,45
83FD000YIN,863,Intel Core i9 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.7,174990,8
ACE-9533,853,Intel Core i7 (14th Gen),"GeForce RTX 4080 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.29,157999,33
82Y3006XIN,864,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.57,169978,34
9D3N5PA,865,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.66,36990,19
83DF003PIN,859,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.55,198490,37
ACE-F08C,853,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.65,179999,31
ACE-6690,342,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.91,44999,25
BRN-G58,866,Intel Core i5 (13th Gen),UHD,8,512 GB SSD Storage,16.0,2.05,56490,38
ASU-VASY,867,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.61,179990,37
BRN-G56,866,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,16.0,2.14,58990,7
FRI-G56,868,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,14.0,1.35,56490,42
82RK00VTIN,843,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.65,36499,21
MSI-VU2E,869,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",64,2048 GB SSD Storage,17.0,3.24,319990,24
83DG004SIN,59,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.85,144990,10
ACE-MKO9,870,Intel Core Ultra 7,Arc,16,1024 GB SSD Storage,14.0,1.62,94990,18
83CV002DIN,871,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,14.0,1.45,105799,17
ASU-K3R0,872,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,1.7,79990,14
ASU-A9O0,873,Intel Core Ultra 7,Integrated,16,1024 GB SSD Storage,13.3,1.28,152990,17
MSI-DRZQ,874,Intel Core Ultra 9,"GeForce RTX 4060 GPU, 8 GB",32,1024 GB SSD Storage,16.1,2.82,189990,4
83DG009DIN,59,Intel Core i7 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.23,167990,5
9D3N8PA,875,AMD Hexa-Core Ryzen 5 Processor,Radeon,16,512 GB SSD Storage,15.6,1.83,41990,11
MSI-XQEV,876,Intel Core i9 (14th Gen) Processor,"GeForce RTX 4080 GPU, 12 GB",32,2048 GB SSD Storage,17.0,3.63,285990,11
SAM-ZZX2,877,Intel Core 5 (Series 1),,16,512 GB SSD Storage,15.6,1.86,72990,4
HON-8X9I,878,Intel Core i5 (13th Gen),UHD,8,512 GB SSD Storage,14.0,1.31,54490,19
21HF001EIG,879,Intel Core i7 (13th Gen),UHD,16,512 GB SSD Storage,14.0,1.36,109990,38
21HF001FIG,879,Intel Core i7 (13th Gen),"RTX A500 GPU, 4 GB",16,512 GB SSD Storage,14.0,2.04,125999,5
7Q6Z8PA,880,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.7,41500,39
MSI-PL4O,881,Intel Core Ultra 7,Integrated Arc,16,1024 GB SSD Storage,16.0,2.21,119990,29
ACE-2SJQ,474,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.76,31999,6
ACE-KQYN,882,Intel Core i3 (13th Gen) Processor,UHD,8,256 GB SSD Storage,15.6,1.7,42990,8
8C4S0PA,883,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.9,78490,23
83GS000PIN,255,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.02,70990,28
82YM0075IN,884,AMD Octa-Core Ryzen 7,Radeon 680M,16,1024 GB SSD Storage,14.0,1.52,94190,48
MSI-VDWN,885,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.6,75000,21
ASU-TK40,886,Intel Core Ultra 7,Integrated,32,1024 GB SSD Storage,13.3,1.38,170990,41
82XV00LTIN,283,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.65,63990,14
ASU-719H,887,Intel Core Ultra 7,Integrated,32,1024 GB SSD Storage,13.3,1.25,172990,26
840G6PA,888,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.61,67999,24
ASU-2U8N,889,Intel Core Ultra 7,Integrated,16,1024 GB SSD Storage,13.3,1.29,158990,4
SAM-MAIH,890,Intel Core 5 (Series 1),Graphics,16,512 GB SSD Storage,15.6,1.68,108990,12
821P0PA,891,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.63,71799,28
SAM-8L00,892,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,14.0,1.42,131990,1
ACE-Y45O,893,AMD Octa-Core Ryzen 7 Processor,"GeForce RTX 4050 GPU, 6 GB",8,512 GB SSD Storage,16.0,2.75,94990,14
ACE-5E2H,894,Intel Core i3 (13th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.93,37990,40
ACE-3945,66,Intel Core i3 (12th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.93,32489,3
82KU024GIN,895,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.77,50990,16
82V700ECIN,896,Intel Celeron Dual-Core,UHD 600,8,512 GB SSD Storage,15.6,1.91,25999,25
SAM-KT4T,897,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,16.0,2.07,109990,7
7Y8N9PA,898,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,1.67,56463,28
IC7430XYW6F002ORS1,899,Intel Core i3 (13th Gen),Iris Xe,8,1024 GB SSD Storage,14.0,1.42,64999,19
20RKS01S00,900,Intel Core i5 (11th Gen),UHD,8,1024 GB SSD Storage,13.3,1.33,99000,18
9T8K7PA,901,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,16.0,1.95,195990,10
ASU-H5BQ,902,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,1024 GB SSD Storage,14.0,2.38,76999,30
ASU-V202,903,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,3.06,68900,26
83AG0044IN,904,Intel Core i9 (13th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,16.0,2.34,449990,43
IN3520P9K46001ORS1,69,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.83,35490,38
ASU-PPTO,905,Intel Core Ultra 7,"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.33,189990,22
ASU-OH36,906,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,18.0,3.62,346935,49
ASU-2SW4,907,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,2.9,79800,41
6F8V1PA,908,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,13.3,1.23,64990,47
GN5530194YM001ORB1,909,Intel Core i7 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.28,102890,48
8L084PA,910,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.71,58900,50
90L47PA,911,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.1,2.75,117599,26
MSI-ETPU,912,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.26,94990,20
82H802L6IN,103,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.69,48990,18
MSI-S7F1,913,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",32,2048 GB SSD Storage,16.0,3.09,234990,48
81H56PA,914,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.34,51750,50
IC7430MH5K0M01ORS1,899,Intel Core i5 (13th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.6,80390,40
92U76PA,915,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,1.39,97800,10
6V2W1PA,916,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.34,96900,2
ASU-SUW1,917,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,2.71,75000,29
6V2W6PA,916,Intel Core i7 (12th Gen),Integrated,16,1024 GB SSD Storage,14.0,1.32,125700,34
ASU-M5CU,918,AMD Quad-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.4,42990,14
82VG00ERIN,919,AMD Quad-Core Ryzen 3,Radeon 610M,8,512 GB SSD Storage,15.6,1.9,34100,44
MSI-9H1L,920,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,14.0,2.15,79990,39
82SN00F0IN,921,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.66,88990,48
ASU-CEYN,922,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.9,47799,7
7L375PA,529,Intel Core i7 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.57,97499,13
ACE-GIQ1,923,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.15,56990,46
MSI-0939,924,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.0,2.36,149990,10
ASU-VPO3,925,Intel Core i5 (13th Gen),Integrated,16,512 GB SSD Storage,14.0,1.47,76900,18
82XX0070IN,926,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.34,69190,38
832P2PA,927,Intel Celeron Dual-Core,UHD,8,512 GB SSD Storage,14.0,1.32,27990,48
821J4PA,928,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.43,54999,35
B09HCCDN1K,929,Intel Core i7 (11th Gen) Processor,Integrated,16,512 GB SSD Storage,14.0,1.56,85990,49
MSI-DIHP,930,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",32,1024 GB SSD Storage,16.1,3.0,219990,50
689U4PA,593,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.62,49999,2
82X70032IN,114,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,15.6,1.7,44190,30
ASU-YOQG,931,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,2.93,84990,32
8L8Q8PA,932,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",16,512 GB SSD Storage,16.1,2.6,111990,40
83BG000DIN,141,Intel Core i5 (12th Gen),UHD,16,512 GB SSD Storage,16.0,2.07,61990,20
ACE-DP01,933,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.55,59400,18
82H700V1IN,934,Intel Core i5 (11th Gen) Processor,Iris Xe,8,512 GB SSD Storage,14.0,1.62,42990,3
82Y3007QIN,935,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.98,171000,48
7L031PA,936,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.74,43890,17
ASU-ZT3W,937,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,15.6,2.71,65990,23
82XD003MIN,141,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,14.0,1.4,68990,47
ASU-J51R,938,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,16.0,2.58,82990,17
GIG-3RVI,939,Intel Core i5 (12th Gen),"GeForce RTX 4060 GPU, 8 GB",8,512 GB SSD Storage,15.6,2.17,79990,17
82XQ008TIN,940,AMD Quad-Core Ryzen 5,Radeon 610M,8,512 GB SSD Storage,15.6,1.66,44800,49
IN3520KTMFJ001ORS1,69,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.78,38490,7
GIG-VGU7,941,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",8,512 GB SSD Storage,15.6,2.61,65990,6
82XE004QIN,380,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.5,56389,32
82K2022WIN,196,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.73,79990,5
82Y0004YIN,685,Intel Core i3 (13th Gen),Integrated,8,512 GB SSD Storage,14.0,1.34,58990,39
8L8Q7PA,942,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.1,3.1,122990,11
ASU-Y27X,943,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.58,64990,5
ASU-GZ2J,944,Intel Core i7 (12th Gen),"GeForce RTX 4050 GPU, 8 GB",16,512 GB SSD Storage,16.0,2.97,126054,3
ASU-G7YM,945,Intel Core i9 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.0,2.86,169990,4
7M654PA,928,Intel Core i3 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.46,39499,30
IN35307YJ63001ORB1,517,Intel Core i3 (13th Gen),UHD,8,256 GB SSD Storage,15.6,1.78,43000,41
LG-3ONX,946,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.38,98999,4
MSI-EH1F,947,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,13.3,1.22,74990,31
ASU-W5DB,948,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,14.0,2.03,77990,11
ACE-1NCR,39,Intel Core i3 (12th Gen) Processor,UHD,8,256 GB SSD Storage,15.6,1.81,33699,44
7M433PA,928,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.38,77960,35
7J405PA,737,AMD Octa-Core Ryzen 7,Radeon,8,512 GB SSD Storage,14.0,1.41,47290,8
7Q6Z9PA,949,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.87,38900,25
MSI-B0GB,950,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.7,72990,34
MSI-G2DA,951,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",16,2048 GB SSD Storage,17.3,2.91,279990,22
ASU-8LX0,952,Intel Core i5 (13th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.65,70990,18
ASU-DAOY,953,Intel Core i9 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",32,1024 GB SSD Storage,14.5,2.3,278990,34
MSI-2HVB,954,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,1.52,119990,5
7Y6U8PA,955,Intel Core i7 (13th Gen),UHD,16,1024 GB SSD Storage,16.0,2.23,147199,42
ASU-AV37,956,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,15.6,2.47,107500,9
ASU-CR1R,957,Intel Core i9 (13th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.87,109990,43
MSI-UF1E,958,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,13.4,1.35,142990,25
6E323PA,959,Intel Core i7 (11th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.41,132990,1
7Y6U9PA,960,Intel Core i7 (13th Gen),"Arc A370M GPU, 4 GB",32,1024 GB SSD Storage,16.0,2.04,179100,31
ACE-JQE1,961,Intel Core i7 (11th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,16.1,2.88,89507,44
ASU-5STG,962,Intel Core i3 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,1.72,42990,38
SAM-X85F,963,Intel Core i9 (13th Gen) Processor,GeForce RTX 4070,32,1024 GB SSD Storage,16.0,2.73,281990,47
ASU-OL0N,964,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.51,112990,41
ASU-3NMO,965,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,14.0,1.6,99990,26
6G3P0EA,966,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.64,62899,23
20Y7S08900,427,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,1.43,61900,39
ICC-D586008WIN8,759,Intel Core i5 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,1.9,60070,35
6H8V9PA,967,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,13.3,1.31,75990,10
ICC-D586006WIN8,968,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.85,51499,43
ICC-D586009WIN8,759,Intel Core i5 (12th Gen),Integrated,16,512 GB SSD Storage,15.6,1.76,63090,3
82TD009KIN,863,Intel Core i9 (12th Gen),"GeForce RTX 3080 Ti GPU, 16 GB",32,1024 GB SSD Storage,16.0,2.57,503890,49
D552326WIN9B,14,Intel Core i3 (12th Gen),Integrated,8,512 GB SSD Storage,14.0,1.37,46850,36
ICC-C782537WIN8,969,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.39,81300,47
ASU-6879,970,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,1.75,44990,35
ASU-FJNZ,971,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.05,64990,16
20W0S1HU00,599,Intel Core i7 (11th Gen),"GeForce MX450 GPU, 2 GB",16,512 GB SSD Storage,14.0,1.6,87699,46
20Y700AKGE,972,AMD Octa-Core Ryzen 7,Radeon,8,512 GB SSD Storage,14.0,1.55,85999,44
21BNS03K00,973,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,13.3,1.34,165990,30
ACE-O5R3,974,AMD Octa-Core Ryzen 7,Radeon,16,1024 GB SSD Storage,16.0,2.18,124999,11
ICC-D586007WIN8,968,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,1.83,55530,38
500P0PA,975,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.6,83990,33
BTS-ICC-C783523WIN8,569,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,16.0,2.21,36999,4
20XY00BEIG,976,Intel Core i7 (11th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,1.4,199999,14
ASU-EUUN,977,Intel Core i3 (10th Gen),HD 520,8,NO SSD + 1024 GB HDD Storage,14.0,1.39,35999,50
6J0T1PA,978,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",16,1024 GB SSD Storage,16.1,2.81,205900,39
HP-PXB6,979,AMD Dual-Core Athlon,Radeon,4,NO SSD + 1024 GB HDD Storage,14.0,1.34,22990,29
MSI-LA44,980,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.21,104990,32
ICC-C782532WIN8,969,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,1.34,52250,39
MSI-J8CZ,981,Intel Core i7 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,16.0,2.68,173617,16
50D16PA,982,Intel Core i9 (11th Gen),"T1200 GPU, 4 GB",32,1024 GB SSD Storage,15.6,1.64,221499,28
MSI-5T1B,983,Intel Core i7 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,17.3,3.46,165990,16
ASU-Z5I6,984,Intel Core i7 (10th Gen),"GeForce RTX 2080 GPU, 8 GB",32,1024 GB SSD Storage,17.3,4.0,199990,15
ASU-UCQU,985,AMD Octa-Core Ryzen 9,"GeForce RTX 3070 Ti GPU, 8 ",16,1024 GB SSD Storage,15.6,2.61,134990,37
ICC-C782524WIN8,986,AMD Hexa-Core Ryzen 5 Processor,Radeon,8,512 GB SSD Storage,14.0,1.39,55479,10
ASU-U0XD,987,Intel Core i7 (10th Gen),"GeForce RTX 2080 GPU, 8 GB",32,1024 GB SSD Storage,15.6,2.68,195000,39
ASU-POQK,988,AMD Octa-Core Ryzen 9,"GeForce GTX 1650 GPU, 4 GB",32,1 GB SSD Storage,13.4,2.12,128900,38
20TAS14C00,427,Intel Core i3 (11th Gen),Integrated,8,512 GB SSD Storage,14.0,1.61,50000,39
4U8T7PA,982,Intel Core i7 (11th Gen),"Quadro T2000  GPU, 4 GB",32,1024 GB SSD Storage,15.6,1.83,247900,39
ACE-37ON,961,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.1,2.74,68899,9
20TAS16F00,427,Intel Core i3 (11th Gen),UHD,4,256 GB SSD Storage,14.0,1.38,44499,2
ASU-WEGN,989,Intel Core i3 (11th Gen),Integrated HD,4,256 GB SSD Storage,15.6,1.61,31999,5
20W7S28U00,990,Intel Core i7 (11th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.76,109990,2
MSI-Y3KI,991,Intel Core i7 (12th Gen),"GeForce RTX 3070 GPU, 8 ",16,1024 GB SSD Storage,15.6,2.49,173990,11
6E0D8PA,992,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,13.3,1.42,70999,7
ACE-TZ86,993,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.69,79999,8
D560071WIN9S,994,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",32,1024 GB SSD Storage,15.6,2.28,249990,7
ASU-EE8S,995,Intel Core i7 (12th Gen),"GeForce RTX 3050 Ti GPU, 4 GB",16,1024 GB SSD Storage,15.6,2.65,129990,1
ACE-11OE,996,AMD Quad-Core Ryzen 3,Radeon Vega 6,4,128 GB SSD Storage,15.6,1.76,32990,6
D552236WIN9S,997,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,16.0,1.92,58499,22
AVI-WALC,998,Intel Core i7 (10th Gen),UHD Graphics 620,16,512 GB SSD Storage,14.0,1.5,132590,3
ACE-9UJO,280,Intel Core i5 (11th Gen),Iris Xe,8,NO SSD + 1024 GB HDD Storage,15.6,1.6,44206,7
ASU-UUS8,999,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.75,152001,22
MSI-N6M4,1000,Intel Core i7 (12th Gen) Processor,"GeForce RTX 3060 GPU, 6 GB",16,1024 GB SSD Storage,17.3,3.97,139699,46
ASU-GOV1,1001,Intel Core i5 (11th Gen),"Geoforce RTX3050 GPU, 4 GB",8,1024 GB SSD Storage,15.6,2.35,60990,8
53L44PA,593,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,14.0,1.35,40899,26
364C0PA,529,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.34,52250,31
82EY00UXIN,1002,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,NO SSD + 1024 GB HDD Storage,15.6,2.43,67399,42
D560697WIN9S,1003,AMD Dual-Core Ryzen 3,Radeon Vega 8,8,NO SSD + 1024 GB HDD Storage,15.6,1.85,37990,2
ACE-4GOG,1004,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",16,256 GB SSD Storage + 1024 GB HDD Storage,15.6,2.25,92990,39
