SKU_ID,ProductID,CPU,GPU,RAM,Storage,ScreenSize,Weight,Price,Stock
ASU-LF0FT,750,AMD Octa-Core Ryzen 9,"GeForce RTX 3080 Ti GPU, 16 GB",32,2048 GB SSD Storage,16.0,2.63,361990,24
83E6001JIN,751,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,1.6,64990,37
21K5S00F00,752,AMD Octa-Core Ryzen 7,Radeon,32,1024 GB SSD Storage,14.0,1.33,104990,11
GIG-PZ9ZT,753,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,2.89,97106,13
GIG-NVA67,754,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,512 GB SSD Storage,16.0,2.65,106495,1
MSI-H86BH,755,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,15.6,1.82,77990,32
GN763089XGY001ORG1,756,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.86,158490,14
MSI-RZ1RB,757,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,15.6,1.79,69990,10
21K9S00C00,758,AMD Octa-Core Ryzen 7,Radeon 780M,32,1024 GB SSD Storage,16.0,2.37,107490,40
VN3520HPCNX001ORB1,759,Intel Core i3 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,1.84,35990,7
SAM-4WNYD,760,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,1.77,68999,38
9Y0Z2PA,761,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.17,109032,44
MSI-ZPLFA,762,AMD Octa-Core Ryzen 9,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,17.3,3.28,114990,46
SAM-KMTHF,763,Intel Core 7 (Series 1),Iris Xe,16,512 GB SSD Storage,15.6,1.84,79999,18
GIG-S7BFL,764,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.36,106897,40
SAM-7GAFV,765,Intel Core 5 (Series 1),Iris Xe,8,512 GB SSD Storage,15.6,1.86,68990,10
SAM-036A2,766,Intel Core i5 (13th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.72,67990,45
ASU-KAAAL,767,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,1024 GB SSD Storage,16.0,2.52,74990,37
ASU-V1SPH,768,Intel Core Ultra 9,Arc,32,1024 GB SSD Storage,14.0,1.09,144990,17
MSI-4E052,769,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.27,52990,6
ASU-S55RN,770,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,14.0,1.86,76490,48
A28GDPA,771,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.68,51828,44
IN3535DGP3D001ORS1,772,AMD Quad-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.67,44790,19
MSI-B5IZB,773,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.81,57990,46
A4KF1PA,774,Intel Core i3 (12th Gen),UHD,8,256 GB SSD Storage,15.6,1.71,42902,46
IN5430NYK54001SDS1,404,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.39,66390,29
SAM-AK0U8,775,Intel Core i7 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.94,83990,46
MSI-H0OG4,776,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,15.6,1.85,59990,16
GN553085XYM001ORB1,777,Intel Core i9 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.67,148690,28
MSI-UKORB,778,Intel Core i5 (11th Gen),UHD,8,512 GB SSD Storage,15.6,1.83,41206,5
ASU-1SISY,779,AMD Quad-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.75,42990,20
GN55308YC9C001ORB1,777,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.32,149990,4
82RJ00F1IN,780,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,1.51,35490,24
82VG00ESIN,781,AMD Quad-Core Ryzen 5,Radeon 610M,8,512 GB SSD Storage,15.6,1.78,39679,35
ASU-YL1QC,782,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,16.0,2.38,58524,15
ASU-YCOOA,783,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,1024 GB SSD Storage,14.0,2.25,69990,32
82SB00QKIN,652,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.45,64990,41
A00V8PA,784,Intel Core Ultra 5,Integrated,16,512 GB SSD Storage,16.0,2.2,78963,38
OIN353034011RINB1M,517,Intel Core i5 (13th Gen),Integrated,8,512 GB SSD Storage,15.6,1.88,51990,35
83EQ005VIN,785,Intel Core i5 (12th Gen),UHD,16,512 GB SSD Storage,14.0,1.65,52890,15
ASU-2EB4G,786,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.41,69990,46
MSI-OWUJ4,787,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,15.6,1.68,62990,1
ASU-8WCY5,788,AMD Octa-Core Ryzen 7,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.32,66990,11
VN3520CYGGW001SDG1,759,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.61,35990,29
MSI-O0PPB,789,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,16.0,2.11,139990,23
SAM-SWPNV,790,Intel Core 7 (Series 1),,16,512 GB SSD Storage,15.6,1.64,79999,36
SAM-CWHXF,791,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,15.6,1.69,181990,27
SAM-C8MJG,792,Intel Core Ultra 7,Arc,16,512 GB SSD Storage,16.0,2.37,68999,27
SAM-EURI6,793,Intel Core i5 (13th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.83,73990,31
MSI-I7MTX,794,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.31,56990,17
21JFA02PIN,701,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,1.67,35990,43
ASU-BV9VU,795,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,16.0,2.48,96990,35
MSI-J729L,796,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,13.3,1.18,149990,29
ASU-SWG1X,797,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,16.0,2.15,102990,17
21JNS0QD00,798,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,16.0,2.18,49490,34
ASU-QKUQ7,799,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,15.6,1.94,96990,37
95X38PA,702,Intel Core i5 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,1.61,52599,35
MSI-L0S4Y,800,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,2048 GB SSD Storage,17.0,2.76,257990,14
82KB00N3FR,190,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,1.83,33990,38
9X651PA,801,AMD Octa-Core Ryzen 7,Radeon,16,1024 GB SSD Storage,16.1,2.33,113990,43
82R9005JIN,802,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.47,63100,34
83DV007GIN,255,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.37,84490,16
9Y0Z1PA,803,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.54,102490,20
MSI-6U334,804,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.26,63990,32
21E6S0W700,805,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.88,48990,3
MSI-F2IND,806,Intel Core Ultra 9,"GeForce RTX 4080 GPU, 12 GB",32,2048 GB SSD Storage,18.0,3.29,349990,20
MSI-SFFIR,807,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.39,81990,47
83GS009RIN,696,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",12,512 GB SSD Storage,15.6,2.48,60990,31
20TAS0Y800,808,Intel Core i5 (11th Gen),Integrated,8,512 GB SSD Storage,14.0,1.61,53799,48
ASU-DT21R,809,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.9,69990,20
MSI-W8AS0,810,Intel Core i9 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,17.3,3.29,159990,41
MSI-H6QZR,811,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,17.3,3.08,149990,39
MSI-VEYBK,812,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.29,72990,44
83DJ007UIN,813,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.54,100990,47
MSI-PNH33,814,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.32,79990,6
MSI-8SPYK,815,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.22,61990,15
A03CMPA,816,Intel Core Ultra 5,Iris Xe,16,512 GB SSD Storage,15.6,1.88,71990,18
MSI-0NZ5R,817,Intel Core i5 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.26,83990,38
MSI-SX9NJ,818,Intel Core i5 (13th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.62,82990,20
MSI-L6ZWL,819,Intel Core i7 (13th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.75,79890,42
MSI-11JDC,820,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.5,70990,32
MSI-GHVZS,821,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.61,80990,2
MSI-10JKT,822,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.32,76990,12
MSI-MR62Q,823,Intel Core i7 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.67,81990,12
MSI-AXGU6,824,Intel Core i7 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.73,86990,21
21DJA0D8IH,825,Intel Core i7 (12th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.87,85990,9
83DX0006IN,826,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.11,100990,48
IN5330NT1NM001ORS1,827,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,13.3,1.43,87270,37
83DX000MIN,826,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.72,111850,38
A03CJPA,828,Intel Core 5 (Series 1),,8,512 GB SSD Storage,15.6,1.67,64990,15
MSI-QOI4H,829,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.12,103990,30
ACE-D3QW8,342,AMD Octa-Core Ryzen 7 Processor,Radeon,16,1024 GB SSD Storage,15.6,1.87,44990,33
ASU-Q21KQ,830,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.28,199990,19
A1NW3PA,831,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.1,2.63,124990,47
ASU-X1I90,832,Intel Core Ultra 9,"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.78,219990,9
ASU-YU4BQ,833,AMD Octa-Core Ryzen 9,"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.33,142990,35
ASU-V3FGM,834,AMD Hexa-Core Ryzen 5,Radeon,16,1024 GB SSD Storage,14.0,1.63,89990,1
21KHA0J6IN,835,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,16.0,2.4,58990,6
83DV00BJIN,255,Intel Core i7 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.58,125890,34
21E3S02M00,836,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.36,91999,10
21JFA02LIN,364,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.71,48480,21
82YL0096IN,514,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,1.55,124890,23
82RK00WYIN,837,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.64,33990,45
83D2001GIN,838,Intel Core Ultra 9,Arc,32,1024 GB SSD Storage,14.0,1.42,107990,48
MSI-0V77B,839,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.4,159990,7
83DE001JIN,840,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",32,1024 GB SSD Storage,16.0,2.45,372490,35
MSI-DH9YV,841,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,17.0,2.75,399990,7
MSI-7AZC5,842,Intel Core i7 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.76,189990,48
82RK011EIN,843,Intel Core i7 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.63,59990,13
83DR003DIN,844,AMD Hexa-Core Ryzen 5,Radeon 760M,16,512 GB SSD Storage,14.0,1.57,71990,4
ASU-KJ43T,845,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.5,75990,42
DEL-5IELH,846,Intel Core Ultra 9,"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,2.51,212990,12
82XE007EIN,847,AMD Octa-Core Ryzen 7,Radeon,16,1024 GB SSD Storage,14.0,1.59,74490,34
ASU-SOJHQ,848,Intel Core Ultra 9,Arc,32,1024 GB SSD Storage,14.0,1.14,239990,19
ASU-F0MEJ,849,Intel Core i5 (11th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,17.0,2.31,52890,31
ASU-MPUWD,850,Intel Core i3 (13th Gen),UHD,8,512 GB SSD Storage,15.6,1.68,39500,10
83DA003GIN,851,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.55,79243,50
DEL-7LYLI,846,Intel Core Ultra 9,"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.51,191990,46
ACE-67GFP,852,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,14.0,1.58,84990,21
ACE-GTUG2,853,Intel Core i7 (14th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.0,2.78,132999,9
82TS005DIH,475,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.59,43490,6
83DV00BHIN,255,Intel Core i5 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.01,78990,23
21JKS13K00,854,Intel Core i7 (13th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.4,96990,32
MSI-H4NUF,855,AMD Octa-Core Ryzen 7,"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,15.6,2.27,99990,38
MSI-W5Y4W,856,AMD Hexa-Core Ryzen 5,"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.18,77990,24
MSI-OY7WO,857,AMD Hexa-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.08,59990,18
MSI-CK48N,858,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.48,71990,10
82TSA0CWIH,475,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.55,55490,38
83DF003NIN,859,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 ",16,1024 GB SSD Storage,16.0,3.12,154990,48
MSI-0BAUG,860,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.12,87990,41
MSI-KQSM5,861,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.57,77990,13
ASU-VFODX,862,Intel Pentium Gold,UHD,8,512 GB SSD Storage,15.6,1.68,27990,32
83FD000YIN,863,Intel Core i9 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.48,174990,5
ACE-HPR4W,853,Intel Core i7 (14th Gen),"GeForce RTX 4080 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.7,157999,14
82Y3006XIN,864,Intel Core i7 (13th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.7,169978,27
9D3N5PA,865,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.68,36990,1
83DF003PIN,859,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",32,1024 GB SSD Storage,16.0,3.09,198490,19
ACE-0P8MQ,853,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,3.25,179999,26
ACE-HSBP1,342,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.88,44999,16
BRN-G58,866,Intel Core i5 (13th Gen),UHD,8,512 GB SSD Storage,16.0,2.38,56490,32
ASU-YLLI3,867,Intel Core Ultra 5,Arc,16,1024 GB SSD Storage,14.0,1.13,179990,30
BRN-G56,866,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,16.0,2.49,58990,22
FRI-G56,868,Intel Core i5 (13th Gen),UHD,16,512 GB SSD Storage,14.0,1.38,56490,26
82RK00VTIN,843,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.69,36499,43
MSI-ICIQM,869,Intel Core i9 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",64,2048 GB SSD Storage,17.0,2.76,319990,11
83DG004SIN,59,Intel Core i7 (14th Gen),"GeForce RTX 4060 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.36,144990,14
ACE-36YOK,870,Intel Core Ultra 7,Arc,16,1024 GB SSD Storage,14.0,1.33,94990,49
83CV002DIN,871,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,14.0,1.48,105799,2
ASU-VKRH0,872,Intel Core 5 (Series 1),Integrated,16,512 GB SSD Storage,15.6,1.66,79990,31
ASU-F3YIY,873,Intel Core Ultra 7,Integrated,16,1024 GB SSD Storage,13.3,1.06,152990,26
MSI-QE7YW,874,Intel Core Ultra 9,"GeForce RTX 4060 GPU, 8 GB",32,1024 GB SSD Storage,16.1,2.66,189990,44
83DG009DIN,59,Intel Core i7 (14th Gen),"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.43,167990,31
9D3N8PA,875,AMD Hexa-Core Ryzen 5 Processor,Radeon,16,512 GB SSD Storage,15.6,1.69,41990,43
MSI-37T09,876,Intel Core i9 (14th Gen) Processor,"GeForce RTX 4080 GPU, 12 GB",32,2048 GB SSD Storage,17.0,3.15,285990,41
SAM-8NPV2,877,Intel Core 5 (Series 1),,16,512 GB SSD Storage,15.6,1.78,72990,47
HON-BSFXV,878,Intel Core i5 (13th Gen),UHD,8,512 GB SSD Storage,14.0,1.59,54490,10
21HF001EIG,879,Intel Core i7 (13th Gen),UHD,16,512 GB SSD Storage,14.0,1.34,109990,20
21HF001FIG,879,Intel Core i7 (13th Gen),"RTX A500 GPU, 4 GB",16,512 GB SSD Storage,14.0,2.42,125999,24
7Q6Z8PA,880,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.66,41500,36
MSI-DZZF5,881,Intel Core Ultra 7,Integrated Arc,16,1024 GB SSD Storage,16.0,2.21,119990,27
ACE-PCAPI,474,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.8,31999,37
ACE-984NY,882,Intel Core i3 (13th Gen) Processor,UHD,8,256 GB SSD Storage,15.6,1.9,42990,36
8C4S0PA,883,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.84,78490,40
83GS000PIN,255,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 6 GB",16,512 GB SSD Storage,15.6,2.11,70990,11
82YM0075IN,884,AMD Octa-Core Ryzen 7,Radeon 680M,16,1024 GB SSD Storage,14.0,1.47,94190,21
MSI-MB4SQ,885,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,15.6,1.63,75000,10
ASU-JJYO5,886,Intel Core Ultra 7,Integrated,32,1024 GB SSD Storage,13.3,1.15,170990,45
82XV00LTIN,283,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.42,63990,25
ASU-FLY6C,887,Intel Core Ultra 7,Integrated,32,1024 GB SSD Storage,13.3,1.12,172990,43
840G6PA,888,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.88,67999,44
ASU-MIFJJ,889,Intel Core Ultra 7,Integrated,16,1024 GB SSD Storage,13.3,1.08,158990,43
SAM-5E121,890,Intel Core 5 (Series 1),Graphics,16,512 GB SSD Storage,15.6,1.67,108990,23
821P0PA,891,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.58,71799,36
SAM-RZR7L,892,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,14.0,1.46,131990,42
ACE-N6BWV,893,AMD Octa-Core Ryzen 7 Processor,"GeForce RTX 4050 GPU, 6 GB",8,512 GB SSD Storage,16.0,2.98,94990,36
ACE-UUOKV,894,Intel Core i3 (13th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.87,37990,23
ACE-572EU,66,Intel Core i3 (12th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,1.79,32489,29
82KU024GIN,895,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,1.66,50990,49
82V700ECIN,896,Intel Celeron Dual-Core,UHD 600,8,512 GB SSD Storage,15.6,1.89,25999,16
SAM-GPUUG,897,Intel Core Ultra 5,Arc,16,512 GB SSD Storage,16.0,2.27,109990,8
7Y8N9PA,898,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,1.68,56463,13
IC7430XYW6F002ORS1,899,Intel Core i3 (13th Gen),Iris Xe,8,1024 GB SSD Storage,14.0,1.36,64999,22
20RKS01S00,900,Intel Core i5 (11th Gen),UHD,8,1024 GB SSD Storage,13.3,1.15,99000,35
9T8K7PA,901,Intel Core Ultra 7,Arc,32,1024 GB SSD Storage,16.0,2.42,195990,30
ASU-Q2EI8,902,Intel Core i7 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,1024 GB SSD Storage,14.0,1.85,76999,4
ASU-V2Q56,903,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.48,68900,16
83AG0044IN,904,Intel Core i9 (13th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,16.0,2.49,449990,37
IN3520P9K46001ORS1,69,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,1.91,35490,34
ASU-XLFH2,905,Intel Core Ultra 7,"GeForce RTX 4070 GPU, 8 GB",16,1024 GB SSD Storage,16.0,2.84,189990,27
ASU-FN0ZV,906,Intel Core i9 (14th Gen),"GeForce RTX 4090 GPU, 16 GB",32,2048 GB SSD Storage,18.0,2.34,346935,31
ASU-Q3HQH,907,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,3.19,79800,28
6F8V1PA,908,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,13.3,1.44,64990,40
GN5530194YM001ORB1,909,Intel Core i7 (13th Gen),"GeForce RTX 3050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.08,102890,38
8L084PA,910,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,1.85,58900,48
90L47PA,911,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.1,3.2,117599,4
MSI-GYIUY,912,AMD Octa-Core Ryzen 7,"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,15.6,2.0,94990,23
82H802L6IN,103,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,1.65,48990,7
MSI-I2U60,913,Intel Core i7 (13th Gen),"GeForce RTX 4070 GPU, 8 GB",32,2048 GB SSD Storage,16.0,2.75,234990,28
81H56PA,914,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,2.27,51750,28
IC7430MH5K0M01ORS1,899,Intel Core i5 (13th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.46,80390,8
92U76PA,915,Intel Core i7 (13th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,1.32,97800,6
6V2W1PA,916,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,1.5,96900,26
ASU-0N67N,917,Intel Core i5 (12th Gen),"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,2.65,75000,20
6V2W6PA,916,Intel Core i7 (12th Gen),Integrated,16,1024 GB SSD Storage,14.0,1.35,125700,23
ASU-BLH5Q,918,AMD Quad-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.54,42990,29
82VG00ERIN,919,AMD Quad-Core Ryzen 3,Radeon 610M,8,512 GB SSD Storage,15.6,1.63,34100,45
MSI-M8SMG,920,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,14.0,1.7,79990,3
82SN00F0IN,921,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,2.71,88990,45
ASU-WCDZA,922,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,1.69,47799,4
7L375PA,529,Intel Core i7 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,1.32,97499,22
ACE-IGFKN,923,Intel Core i5 (13th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,2.1,56990,8
MSI-DUFHO,924,Intel Core i7 (13th Gen),"GeForce RTX 4050 GPU, 6 GB",16,1024 GB SSD Storage,16.0,2.78,149990,4
ASU-SSN0A,925,Intel Core i5 (13th Gen),Integrated,16,512 GB SSD Storage,14.0,1.46,76900,17
82XX0070IN,926,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,1.56,69190,23
